palette,pen,source_index,role,track,source_rgb,neo_word,neo_rgb
50,15,0,static,,#000000,0x0000,#000000
51,0,0,transparent,,#000000,0x0000,#000000
51,1,1,static,,#ba6363,0x4b66,#bd6363
51,2,2,static,,#983232,0x0933,#943131
51,3,6,static,,#cb7979,0x7c77,#ce7b7b
51,4,7,static,,#98473c,0x3943,#944a3a
51,5,9,static,,#dc7584,0x4d78,#de7384
51,6,10,static,,#875151,0x0855,#845252
51,7,17,static,,#6f88ba,0x768b,#6b8cbd
51,8,18,static,,#005476,0x0057,#005273
51,9,23,static,,#121b43,0x2114,#101942
51,10,24,static,,#980000,0x0900,#940000
51,11,25,static,,#dc0000,0x4d00,#de0000
51,12,43,static,,#982828,0x3922,#942929
51,13,48,static,,#430000,0x0400,#420000
51,14,0,static,,#000000,0x0000,#000000
51,15,0,static,,#000000,0x0000,#000000
52,0,0,transparent,,#000000,0x0000,#000000
52,1,1,static,,#ba6363,0x4b66,#bd6363
52,2,2,static,,#983232,0x0933,#943131
52,3,3,static,,#872d2d,0x3822,#842929
52,4,7,static,,#98473c,0x3943,#944a3a
52,5,12,static,,#54a9fe,0x35af,#52adff
52,6,14,static,,#0a4784,0x6048,#084a84
52,7,15,static,,#062f65,0x4036,#083163
52,8,16,static,,#092d63,0x6026,#082963
52,9,19,static,,#3a66be,0x536b,#3a63bd
52,10,22,static,,#061b58,0x7015,#08195a
52,11,23,static,,#121b43,0x2114,#101942
52,12,27,static,,#2f0000,0x0300,#310000
52,13,32,static,,#001654,0x2015,#001952
52,14,33,static,,#3ab0dc,0x73ad,#3aadde
52,15,34,static,,#a94343,0x4a44,#ad4242
53,0,0,transparent,,#000000,0x0000,#000000
53,1,4,static,,#872409,0x1820,#842108
53,2,10,static,,#875151,0x0855,#845252
53,3,11,static,,#3c1400,0x4310,#3a1000
53,4,12,static,,#54a9fe,0x35af,#52adff
53,5,14,static,,#0a4784,0x6048,#084a84
53,6,15,static,,#062f65,0x4036,#083163
53,7,16,static,,#092d63,0x6026,#082963
53,8,17,static,,#6f88ba,0x768b,#6b8cbd
53,9,18,static,,#005476,0x0057,#005273
53,10,19,static,,#3a66be,0x536b,#3a63bd
53,11,21,static,,#873f2d,0x1842,#844229
53,12,22,static,,#061b58,0x7015,#08195a
53,13,23,static,,#121b43,0x2114,#101942
53,14,24,static,,#980000,0x0900,#940000
53,15,28,static,,#002165,0x0026,#002163
54,0,0,transparent,,#000000,0x0000,#000000
54,1,6,static,,#cb7979,0x7c77,#ce7b7b
54,2,7,static,,#98473c,0x3943,#944a3a
54,3,9,static,,#dc7584,0x4d78,#de7384
54,4,10,static,,#875151,0x0855,#845252
54,5,12,static,,#54a9fe,0x35af,#52adff
54,6,13,static,,#fefefe,0x7fff,#ffffff
54,7,14,static,,#0a4784,0x6048,#084a84
54,8,15,static,,#062f65,0x4036,#083163
54,9,17,static,,#6f88ba,0x768b,#6b8cbd
54,10,18,static,,#005476,0x0057,#005273
54,11,20,static,,#3f1f07,0x1420,#422108
54,12,26,static,,#a94f43,0x4a54,#ad5242
54,13,28,static,,#002165,0x0026,#002163
54,14,29,static,,#3e1000,0x0410,#421000
54,15,0,static,,#000000,0x0000,#000000
55,0,0,transparent,,#000000,0x0000,#000000
55,1,9,static,,#dc7584,0x4d78,#de7384
55,2,10,static,,#875151,0x0855,#845252
55,3,11,static,,#3c1400,0x4310,#3a1000
55,4,12,static,,#54a9fe,0x35af,#52adff
55,5,13,static,,#fefefe,0x7fff,#ffffff
55,6,14,static,,#0a4784,0x6048,#084a84
55,7,15,static,,#062f65,0x4036,#083163
55,8,17,static,,#6f88ba,0x768b,#6b8cbd
55,9,18,static,,#005476,0x0057,#005273
55,10,21,static,,#873f2d,0x1842,#844229
55,11,22,static,,#061b58,0x7015,#08195a
55,12,23,static,,#121b43,0x2114,#101942
55,13,24,static,,#980000,0x0900,#940000
55,14,26,static,,#a94f43,0x4a54,#ad5242
55,15,29,static,,#3e1000,0x0410,#421000
56,0,0,transparent,,#000000,0x0000,#000000
56,1,77,animated_track,0,#ff00ff,0x0770,#737300
56,2,78,animated_track,1,#ff00b2,0x0770,#737300
56,3,79,animated_track,2,#ff0066,0x6660,#6b6b00
56,4,12,static,,#54a9fe,0x35af,#52adff
56,5,13,static,,#fefefe,0x7fff,#ffffff
56,6,14,static,,#0a4784,0x6048,#084a84
56,7,15,static,,#062f65,0x4036,#083163
56,8,16,static,,#092d63,0x6026,#082963
56,9,19,static,,#3a66be,0x536b,#3a63bd
56,10,22,static,,#061b58,0x7015,#08195a
56,11,23,static,,#121b43,0x2114,#101942
56,12,24,static,,#980000,0x0900,#940000
56,13,25,static,,#dc0000,0x4d00,#de0000
56,14,28,static,,#002165,0x0026,#002163
56,15,50,static,,#bababa,0x7bbb,#bdbdbd
57,0,0,transparent,,#000000,0x0000,#000000
57,1,12,static,,#54a9fe,0x35af,#52adff
57,2,13,static,,#fefefe,0x7fff,#ffffff
57,3,14,static,,#0a4784,0x6048,#084a84
57,4,15,static,,#062f65,0x4036,#083163
57,5,22,static,,#061b58,0x7015,#08195a
57,6,23,static,,#121b43,0x2114,#101942
57,7,24,static,,#980000,0x0900,#940000
57,8,27,static,,#2f0000,0x0300,#310000
57,9,28,static,,#002165,0x0026,#002163
57,10,41,static,,#651b00,0x2610,#631900
57,11,44,static,,#ed8e6e,0x7e86,#ef8c6b
57,12,45,static,,#fe6500,0x4f60,#ff6300
57,13,46,static,,#985b3c,0x3953,#945a3a
57,14,47,static,,#030a00,0x2000,#000800
57,15,48,static,,#430000,0x0400,#420000
58,0,0,transparent,,#000000,0x0000,#000000
58,1,12,static,,#54a9fe,0x35af,#52adff
58,2,14,static,,#0a4784,0x6048,#084a84
58,3,15,static,,#062f65,0x4036,#083163
58,4,16,static,,#092d63,0x6026,#082963
58,5,22,static,,#061b58,0x7015,#08195a
58,6,23,static,,#121b43,0x2114,#101942
58,7,24,static,,#980000,0x0900,#940000
58,8,25,static,,#dc0000,0x4d00,#de0000
58,9,28,static,,#002165,0x0026,#002163
58,10,53,static,,#020f1d,0x0012,#001021
58,11,56,static,,#750000,0x0700,#730000
58,12,57,static,,#510000,0x0500,#520000
58,13,68,static,,#2d5a87,0x6258,#295a84
58,14,0,static,,#000000,0x0000,#000000
58,15,0,static,,#000000,0x0000,#000000
59,0,0,transparent,,#000000,0x0000,#000000
59,1,77,animated_track,0,#ff00ff,0x0770,#737300
59,2,78,animated_track,1,#ff00b2,0x0770,#737300
59,3,79,animated_track,2,#ff0066,0x6660,#6b6b00
59,4,12,static,,#54a9fe,0x35af,#52adff
59,5,13,static,,#fefefe,0x7fff,#ffffff
59,6,14,static,,#0a4784,0x6048,#084a84
59,7,15,static,,#062f65,0x4036,#083163
59,8,16,static,,#092d63,0x6026,#082963
59,9,19,static,,#3a66be,0x536b,#3a63bd
59,10,23,static,,#121b43,0x2114,#101942
59,11,24,static,,#980000,0x0900,#940000
59,12,25,static,,#dc0000,0x4d00,#de0000
59,13,28,static,,#002165,0x0026,#002163
59,14,48,static,,#430000,0x0400,#420000
59,15,50,static,,#bababa,0x7bbb,#bdbdbd
60,0,0,transparent,,#000000,0x0000,#000000
60,1,83,animated_track,6,#ffcc00,0x0550,#525200
60,2,84,animated_track,7,#e5ff00,0x6440,#4a4a00
60,3,14,static,,#0a4784,0x6048,#084a84
60,4,15,static,,#062f65,0x4036,#083163
60,5,16,static,,#092d63,0x6026,#082963
60,6,19,static,,#3a66be,0x536b,#3a63bd
60,7,22,static,,#061b58,0x7015,#08195a
60,8,23,static,,#121b43,0x2114,#101942
60,9,28,static,,#002165,0x0026,#002163
60,10,50,static,,#bababa,0x7bbb,#bdbdbd
60,11,53,static,,#020f1d,0x0012,#001021
60,12,54,static,,#01050c,0x3000,#000808
60,13,55,static,,#1b2f58,0x5135,#19315a
60,14,0,static,,#000000,0x0000,#000000
60,15,0,static,,#000000,0x0000,#000000
61,0,0,transparent,,#000000,0x0000,#000000
61,1,14,static,,#0a4784,0x6048,#084a84
61,2,15,static,,#062f65,0x4036,#083163
61,3,16,static,,#092d63,0x6026,#082963
61,4,22,static,,#061b58,0x7015,#08195a
61,5,23,static,,#121b43,0x2114,#101942
61,6,28,static,,#002165,0x0026,#002163
61,7,50,static,,#bababa,0x7bbb,#bdbdbd
61,8,53,static,,#020f1d,0x0012,#001021
61,9,54,static,,#01050c,0x3000,#000808
61,10,55,static,,#1b2f58,0x5135,#19315a
61,11,56,static,,#750000,0x0700,#730000
61,12,57,static,,#510000,0x0500,#520000
61,13,68,static,,#2d5a87,0x6258,#295a84
61,14,0,static,,#000000,0x0000,#000000
61,15,0,static,,#000000,0x0000,#000000
62,0,0,transparent,,#000000,0x0000,#000000
62,1,79,animated_track,2,#ff0066,0x6660,#6b6b00
62,2,80,animated_track,3,#ff0019,0x0660,#636300
62,3,81,animated_track,4,#ff3300,0x6550,#5a5a00
62,4,82,animated_track,5,#ff8000,0x0550,#525200
62,5,83,animated_track,6,#ffcc00,0x0550,#525200
62,6,84,animated_track,7,#e5ff00,0x6440,#4a4a00
62,7,14,static,,#0a4784,0x6048,#084a84
62,8,15,static,,#062f65,0x4036,#083163
62,9,16,static,,#092d63,0x6026,#082963
62,10,22,static,,#061b58,0x7015,#08195a
62,11,23,static,,#121b43,0x2114,#101942
62,12,28,static,,#002165,0x0026,#002163
62,13,50,static,,#bababa,0x7bbb,#bdbdbd
62,14,53,static,,#020f1d,0x0012,#001021
62,15,54,static,,#01050c,0x3000,#000808
63,0,0,transparent,,#000000,0x0000,#000000
63,1,84,animated_track,7,#e5ff00,0x6440,#4a4a00
63,2,85,animated_track,8,#99ff00,0x0440,#424200
63,3,86,animated_track,9,#4cff00,0x6330,#3a3a00
63,4,87,animated_track,10,#00ff00,0x0330,#313100
63,5,90,animated_track,13,#00ffe6,0x6110,#191900
63,6,91,animated_track,14,#00ccff,0x0110,#101000
63,7,15,static,,#062f65,0x4036,#083163
63,8,16,static,,#092d63,0x6026,#082963
63,9,22,static,,#061b58,0x7015,#08195a
63,10,23,static,,#121b43,0x2114,#101942
63,11,24,static,,#980000,0x0900,#940000
63,12,28,static,,#002165,0x0026,#002163
63,13,48,static,,#430000,0x0400,#420000
63,14,50,static,,#bababa,0x7bbb,#bdbdbd
63,15,54,static,,#01050c,0x3000,#000808
64,0,0,transparent,,#000000,0x0000,#000000
64,1,84,animated_track,7,#e5ff00,0x6440,#4a4a00
64,2,85,animated_track,8,#99ff00,0x0440,#424200
64,3,86,animated_track,9,#4cff00,0x6330,#3a3a00
64,4,87,animated_track,10,#00ff00,0x0330,#313100
64,5,88,animated_track,11,#00ff4c,0x6220,#292900
64,6,89,animated_track,12,#00ff99,0x0220,#212100
64,7,15,static,,#062f65,0x4036,#083163
64,8,16,static,,#092d63,0x6026,#082963
64,9,23,static,,#121b43,0x2114,#101942
64,10,28,static,,#002165,0x0026,#002163
64,11,50,static,,#bababa,0x7bbb,#bdbdbd
64,12,53,static,,#020f1d,0x0012,#001021
64,13,54,static,,#01050c,0x3000,#000808
64,14,68,static,,#2d5a87,0x6258,#295a84
64,15,69,static,,#878787,0x0888,#848484
65,0,0,transparent,,#000000,0x0000,#000000
65,1,90,animated_track,13,#00ffe6,0x6110,#191900
65,2,91,animated_track,14,#00ccff,0x0110,#101000
65,3,92,animated_track,15,#007fff,0x0300,#310000
65,4,93,animated_track,16,#0033ff,0x0400,#420000
65,5,94,animated_track,17,#1900ff,0x0500,#520000
65,6,95,animated_track,18,#6600ff,0x0600,#630000
65,7,15,static,,#062f65,0x4036,#083163
65,8,16,static,,#092d63,0x6026,#082963
65,9,22,static,,#061b58,0x7015,#08195a
65,10,23,static,,#121b43,0x2114,#101942
65,11,28,static,,#002165,0x0026,#002163
65,12,50,static,,#bababa,0x7bbb,#bdbdbd
65,13,53,static,,#020f1d,0x0012,#001021
65,14,54,static,,#01050c,0x3000,#000808
65,15,55,static,,#1b2f58,0x5135,#19315a
66,0,0,transparent,,#000000,0x0000,#000000
66,1,79,animated_track,2,#ff0066,0x6660,#6b6b00
66,2,80,animated_track,3,#ff0019,0x0660,#636300
66,3,81,animated_track,4,#ff3300,0x6550,#5a5a00
66,4,82,animated_track,5,#ff8000,0x0550,#525200
66,5,83,animated_track,6,#ffcc00,0x0550,#525200
66,6,84,animated_track,7,#e5ff00,0x6440,#4a4a00
66,7,24,static,,#980000,0x0900,#940000
66,8,25,static,,#dc0000,0x4d00,#de0000
66,9,48,static,,#430000,0x0400,#420000
66,10,50,static,,#bababa,0x7bbb,#bdbdbd
66,11,56,static,,#750000,0x0700,#730000
66,12,57,static,,#510000,0x0500,#520000
66,13,58,static,,#240000,0x0200,#210000
66,14,0,static,,#000000,0x0000,#000000
66,15,0,static,,#000000,0x0000,#000000
67,0,0,transparent,,#000000,0x0000,#000000
67,1,1,static,,#ba6363,0x4b66,#bd6363
67,2,2,static,,#983232,0x0933,#943131
67,3,3,static,,#872d2d,0x3822,#842929
67,4,4,static,,#872409,0x1820,#842108
67,5,5,static,,#651b14,0x2611,#631910
67,6,7,static,,#98473c,0x3943,#944a3a
67,7,8,static,,#561707,0x3510,#521908
67,8,12,static,,#54a9fe,0x35af,#52adff
67,9,14,static,,#0a4784,0x6048,#084a84
67,10,20,static,,#3f1f07,0x1420,#422108
67,11,22,static,,#061b58,0x7015,#08195a
67,12,23,static,,#121b43,0x2114,#101942
67,13,24,static,,#980000,0x0900,#940000
67,14,25,static,,#dc0000,0x4d00,#de0000
67,15,27,static,,#2f0000,0x0300,#310000
68,0,0,transparent,,#000000,0x0000,#000000
68,1,79,animated_track,2,#ff0066,0x6660,#6b6b00
68,2,80,animated_track,3,#ff0019,0x0660,#636300
68,3,84,animated_track,7,#e5ff00,0x6440,#4a4a00
68,4,12,static,,#54a9fe,0x35af,#52adff
68,5,15,static,,#062f65,0x4036,#083163
68,6,16,static,,#092d63,0x6026,#082963
68,7,19,static,,#3a66be,0x536b,#3a63bd
68,8,22,static,,#061b58,0x7015,#08195a
68,9,23,static,,#121b43,0x2114,#101942
68,10,24,static,,#980000,0x0900,#940000
68,11,28,static,,#002165,0x0026,#002163
68,12,48,static,,#430000,0x0400,#420000
68,13,50,static,,#bababa,0x7bbb,#bdbdbd
68,14,54,static,,#01050c,0x3000,#000808
68,15,58,static,,#240000,0x0200,#210000
69,0,0,transparent,,#000000,0x0000,#000000
69,1,90,animated_track,13,#00ffe6,0x6110,#191900
69,2,14,static,,#0a4784,0x6048,#084a84
69,3,15,static,,#062f65,0x4036,#083163
69,4,16,static,,#092d63,0x6026,#082963
69,5,18,static,,#005476,0x0057,#005273
69,6,19,static,,#3a66be,0x536b,#3a63bd
69,7,22,static,,#061b58,0x7015,#08195a
69,8,23,static,,#121b43,0x2114,#101942
69,9,24,static,,#980000,0x0900,#940000
69,10,28,static,,#002165,0x0026,#002163
69,11,48,static,,#430000,0x0400,#420000
69,12,50,static,,#bababa,0x7bbb,#bdbdbd
69,13,53,static,,#020f1d,0x0012,#001021
69,14,54,static,,#01050c,0x3000,#000808
69,15,58,static,,#240000,0x0200,#210000
70,0,0,transparent,,#000000,0x0000,#000000
70,1,85,animated_track,8,#99ff00,0x0440,#424200
70,2,86,animated_track,9,#4cff00,0x6330,#3a3a00
70,3,87,animated_track,10,#00ff00,0x0330,#313100
70,4,88,animated_track,11,#00ff4c,0x6220,#292900
70,5,89,animated_track,12,#00ff99,0x0220,#212100
70,6,95,animated_track,18,#6600ff,0x0600,#630000
70,7,96,animated_track,19,#b200ff,0x0700,#730000
70,8,14,static,,#0a4784,0x6048,#084a84
70,9,15,static,,#062f65,0x4036,#083163
70,10,22,static,,#061b58,0x7015,#08195a
70,11,23,static,,#121b43,0x2114,#101942
70,12,28,static,,#002165,0x0026,#002163
70,13,50,static,,#bababa,0x7bbb,#bdbdbd
70,14,53,static,,#020f1d,0x0012,#001021
70,15,0,static,,#000000,0x0000,#000000
71,0,0,transparent,,#000000,0x0000,#000000
71,1,1,static,,#ba6363,0x4b66,#bd6363
71,2,6,static,,#cb7979,0x7c77,#ce7b7b
71,3,13,static,,#fefefe,0x7fff,#ffffff
71,4,14,static,,#0a4784,0x6048,#084a84
71,5,15,static,,#062f65,0x4036,#083163
71,6,16,static,,#092d63,0x6026,#082963
71,7,17,static,,#6f88ba,0x768b,#6b8cbd
71,8,18,static,,#005476,0x0057,#005273
71,9,22,static,,#061b58,0x7015,#08195a
71,10,23,static,,#121b43,0x2114,#101942
71,11,28,static,,#002165,0x0026,#002163
71,12,29,static,,#3e1000,0x0410,#421000
71,13,30,static,,#8798fe,0x189f,#8494ff
71,14,31,static,,#4365a9,0x146a,#4263ad
71,15,0,static,,#000000,0x0000,#000000
72,0,0,transparent,,#000000,0x0000,#000000
72,1,3,static,,#872d2d,0x3822,#842929
72,2,4,static,,#872409,0x1820,#842108
72,3,5,static,,#651b14,0x2611,#631910
72,4,6,static,,#cb7979,0x7c77,#ce7b7b
72,5,7,static,,#98473c,0x3943,#944a3a
72,6,8,static,,#561707,0x3510,#521908
72,7,11,static,,#3c1400,0x4310,#3a1000
72,8,20,static,,#3f1f07,0x1420,#422108
72,9,23,static,,#121b43,0x2114,#101942
72,10,26,static,,#a94f43,0x4a54,#ad5242
72,11,27,static,,#2f0000,0x0300,#310000
72,12,29,static,,#3e1000,0x0410,#421000
72,13,39,static,,#542d00,0x2520,#522900
72,14,40,static,,#76473f,0x2744,#734a42
72,15,42,static,,#431f1f,0x0422,#422121
73,0,0,transparent,,#000000,0x0000,#000000
73,1,12,static,,#54a9fe,0x35af,#52adff
73,2,13,static,,#fefefe,0x7fff,#ffffff
73,3,14,static,,#0a4784,0x6048,#084a84
73,4,15,static,,#062f65,0x4036,#083163
73,5,16,static,,#092d63,0x6026,#082963
73,6,19,static,,#3a66be,0x536b,#3a63bd
73,7,20,static,,#3f1f07,0x1420,#422108
73,8,22,static,,#061b58,0x7015,#08195a
73,9,23,static,,#121b43,0x2114,#101942
73,10,24,static,,#980000,0x0900,#940000
73,11,25,static,,#dc0000,0x4d00,#de0000
73,12,28,static,,#002165,0x0026,#002163
73,13,30,static,,#8798fe,0x189f,#8494ff
73,14,31,static,,#4365a9,0x146a,#4263ad
73,15,42,static,,#431f1f,0x0422,#422121
74,0,0,transparent,,#000000,0x0000,#000000
74,1,84,animated_track,7,#e5ff00,0x6440,#4a4a00
74,2,85,animated_track,8,#99ff00,0x0440,#424200
74,3,86,animated_track,9,#4cff00,0x6330,#3a3a00
74,4,87,animated_track,10,#00ff00,0x0330,#313100
74,5,88,animated_track,11,#00ff4c,0x6220,#292900
74,6,89,animated_track,12,#00ff99,0x0220,#212100
74,7,24,static,,#980000,0x0900,#940000
74,8,25,static,,#dc0000,0x4d00,#de0000
74,9,48,static,,#430000,0x0400,#420000
74,10,50,static,,#bababa,0x7bbb,#bdbdbd
74,11,53,static,,#020f1d,0x0012,#001021
74,12,54,static,,#01050c,0x3000,#000808
74,13,56,static,,#750000,0x0700,#730000
74,14,57,static,,#510000,0x0500,#520000
74,15,58,static,,#240000,0x0200,#210000
75,0,0,transparent,,#000000,0x0000,#000000
75,1,14,static,,#0a4784,0x6048,#084a84
75,2,15,static,,#062f65,0x4036,#083163
75,3,16,static,,#092d63,0x6026,#082963
75,4,19,static,,#3a66be,0x536b,#3a63bd
75,5,20,static,,#3f1f07,0x1420,#422108
75,6,22,static,,#061b58,0x7015,#08195a
75,7,23,static,,#121b43,0x2114,#101942
75,8,30,static,,#8798fe,0x189f,#8494ff
75,9,32,static,,#001654,0x2015,#001952
75,10,33,static,,#3ab0dc,0x73ad,#3aadde
75,11,37,static,,#761700,0x2710,#731900
75,12,40,static,,#76473f,0x2744,#734a42
75,13,41,static,,#651b00,0x2610,#631900
75,14,42,static,,#431f1f,0x0422,#422121
75,15,0,static,,#000000,0x0000,#000000
76,0,0,transparent,,#000000,0x0000,#000000
76,1,77,animated_track,0,#ff00ff,0x0770,#737300
76,2,78,animated_track,1,#ff00b2,0x0770,#737300
76,3,79,animated_track,2,#ff0066,0x6660,#6b6b00
76,4,5,static,,#651b14,0x2611,#631910
76,5,20,static,,#3f1f07,0x1420,#422108
76,6,22,static,,#061b58,0x7015,#08195a
76,7,24,static,,#980000,0x0900,#940000
76,8,25,static,,#dc0000,0x4d00,#de0000
76,9,27,static,,#2f0000,0x0300,#310000
76,10,28,static,,#002165,0x0026,#002163
76,11,48,static,,#430000,0x0400,#420000
76,12,50,static,,#bababa,0x7bbb,#bdbdbd
76,13,0,static,,#000000,0x0000,#000000
76,14,0,static,,#000000,0x0000,#000000
76,15,0,static,,#000000,0x0000,#000000
77,0,0,transparent,,#000000,0x0000,#000000
77,1,1,static,,#ba6363,0x4b66,#bd6363
77,2,2,static,,#983232,0x0933,#943131
77,3,5,static,,#651b14,0x2611,#631910
77,4,6,static,,#cb7979,0x7c77,#ce7b7b
77,5,9,static,,#dc7584,0x4d78,#de7384
77,6,18,static,,#005476,0x0057,#005273
77,7,23,static,,#121b43,0x2114,#101942
77,8,26,static,,#a94f43,0x4a54,#ad5242
77,9,38,static,,#dc5866,0x6d56,#de5a63
77,10,0,static,,#000000,0x0000,#000000
77,11,0,static,,#000000,0x0000,#000000
77,12,0,static,,#000000,0x0000,#000000
77,13,0,static,,#000000,0x0000,#000000
77,14,0,static,,#000000,0x0000,#000000
77,15,0,static,,#000000,0x0000,#000000
78,0,0,transparent,,#000000,0x0000,#000000
78,1,8,static,,#561707,0x3510,#521908
78,2,11,static,,#3c1400,0x4310,#3a1000
78,3,14,static,,#0a4784,0x6048,#084a84
78,4,16,static,,#092d63,0x6026,#082963
78,5,20,static,,#3f1f07,0x1420,#422108
78,6,23,static,,#121b43,0x2114,#101942
78,7,27,static,,#2f0000,0x0300,#310000
78,8,29,static,,#3e1000,0x0410,#421000
78,9,39,static,,#542d00,0x2520,#522900
78,10,41,static,,#651b00,0x2610,#631900
78,11,42,static,,#431f1f,0x0422,#422121
78,12,44,static,,#ed8e6e,0x7e86,#ef8c6b
78,13,45,static,,#fe6500,0x4f60,#ff6300
78,14,46,static,,#985b3c,0x3953,#945a3a
78,15,0,static,,#000000,0x0000,#000000
79,0,0,transparent,,#000000,0x0000,#000000
79,1,84,animated_track,7,#e5ff00,0x6440,#4a4a00
79,2,85,animated_track,8,#99ff00,0x0440,#424200
79,3,86,animated_track,9,#4cff00,0x6330,#3a3a00
79,4,87,animated_track,10,#00ff00,0x0330,#313100
79,5,16,static,,#092d63,0x6026,#082963
79,6,23,static,,#121b43,0x2114,#101942
79,7,50,static,,#bababa,0x7bbb,#bdbdbd
79,8,54,static,,#01050c,0x3000,#000808
79,9,55,static,,#1b2f58,0x5135,#19315a
79,10,68,static,,#2d5a87,0x6258,#295a84
79,11,0,static,,#000000,0x0000,#000000
79,12,0,static,,#000000,0x0000,#000000
79,13,0,static,,#000000,0x0000,#000000
79,14,0,static,,#000000,0x0000,#000000
79,15,0,static,,#000000,0x0000,#000000
