phase,track,red,green,blue,rgb,neo_word,neo_rgb
27,9,118,0,0,#760000,0x0700,#730000
27,10,101,0,0,#650000,0x0600,#630000
27,11,84,0,0,#540000,0x0500,#520000
27,12,67,0,0,#430000,0x0400,#420000
27,13,50,0,0,#320000,0x0300,#310000
27,14,33,0,0,#210000,0x0200,#210000
27,15,23,0,23,#170017,0x5101,#190019
27,16,31,0,31,#1f001f,0x0202,#210021
27,17,39,0,39,#270027,0x5202,#290029
27,18,47,0,47,#2f002f,0x0303,#310031
27,19,55,0,55,#370037,0x5303,#3a003a
28,0,254,0,0,#fe0000,0x4f00,#ff0000
28,1,237,0,0,#ed0000,0x4e00,#ef0000
28,2,220,0,0,#dc0000,0x4d00,#de0000
28,3,203,0,0,#cb0000,0x4c00,#ce0000
28,4,186,0,0,#ba0000,0x4b00,#bd0000
28,5,169,0,0,#a90000,0x4a00,#ad0000
28,6,152,0,0,#980000,0x0900,#940000
28,7,135,0,0,#870000,0x0800,#840000
28,8,118,0,0,#760000,0x0700,#730000
28,9,101,0,0,#650000,0x0600,#630000
28,10,84,0,0,#540000,0x0500,#520000
28,11,67,0,0,#430000,0x0400,#420000
28,12,50,0,0,#320000,0x0300,#310000
28,13,33,0,0,#210000,0x0200,#210000
28,14,23,0,23,#170017,0x5101,#190019
28,15,31,0,31,#1f001f,0x0202,#210021
28,16,39,0,39,#270027,0x5202,#290029
28,17,47,0,47,#2f002f,0x0303,#310031
28,18,55,0,55,#370037,0x5303,#3a003a
28,19,63,0,63,#3f003f,0x0404,#420042
29,0,237,0,0,#ed0000,0x4e00,#ef0000
29,1,220,0,0,#dc0000,0x4d00,#de0000
29,2,203,0,0,#cb0000,0x4c00,#ce0000
29,3,186,0,0,#ba0000,0x4b00,#bd0000
29,4,169,0,0,#a90000,0x4a00,#ad0000
29,5,152,0,0,#980000,0x0900,#940000
29,6,135,0,0,#870000,0x0800,#840000
29,7,118,0,0,#760000,0x0700,#730000
29,8,101,0,0,#650000,0x0600,#630000
29,9,84,0,0,#540000,0x0500,#520000
29,10,67,0,0,#430000,0x0400,#420000
29,11,50,0,0,#320000,0x0300,#310000
29,12,33,0,0,#210000,0x0200,#210000
29,13,23,0,23,#170017,0x5101,#190019
29,14,31,0,31,#1f001f,0x0202,#210021
29,15,39,0,39,#270027,0x5202,#290029
29,16,47,0,47,#2f002f,0x0303,#310031
29,17,55,0,55,#370037,0x5303,#3a003a
29,18,63,0,63,#3f003f,0x0404,#420042
29,19,71,0,71,#470047,0x5404,#4a004a
30,0,220,0,0,#dc0000,0x4d00,#de0000
30,1,203,0,0,#cb0000,0x4c00,#ce0000
30,2,186,0,0,#ba0000,0x4b00,#bd0000
30,3,169,0,0,#a90000,0x4a00,#ad0000
30,4,152,0,0,#980000,0x0900,#940000
30,5,135,0,0,#870000,0x0800,#840000
30,6,118,0,0,#760000,0x0700,#730000
30,7,101,0,0,#650000,0x0600,#630000
30,8,84,0,0,#540000,0x0500,#520000
30,9,67,0,0,#430000,0x0400,#420000
30,10,50,0,0,#320000,0x0300,#310000
30,11,33,0,0,#210000,0x0200,#210000
30,12,23,0,23,#170017,0x5101,#190019
30,13,31,0,31,#1f001f,0x0202,#210021
30,14,39,0,39,#270027,0x5202,#290029
30,15,47,0,47,#2f002f,0x0303,#310031
30,16,55,0,55,#370037,0x5303,#3a003a
30,17,63,0,63,#3f003f,0x0404,#420042
30,18,71,0,71,#470047,0x5404,#4a004a
30,19,79,0,79,#4f004f,0x0505,#520052
31,0,203,0,0,#cb0000,0x4c00,#ce0000
31,1,186,0,0,#ba0000,0x4b00,#bd0000
31,2,169,0,0,#a90000,0x4a00,#ad0000
31,3,152,0,0,#980000,0x0900,#940000
31,4,135,0,0,#870000,0x0800,#840000
31,5,118,0,0,#760000,0x0700,#730000
31,6,101,0,0,#650000,0x0600,#630000
31,7,84,0,0,#540000,0x0500,#520000
31,8,67,0,0,#430000,0x0400,#420000
31,9,50,0,0,#320000,0x0300,#310000
31,10,33,0,0,#210000,0x0200,#210000
31,11,23,0,23,#170017,0x5101,#190019
31,12,31,0,31,#1f001f,0x0202,#210021
31,13,39,0,39,#270027,0x5202,#290029
31,14,47,0,47,#2f002f,0x0303,#310031
31,15,55,0,55,#370037,0x5303,#3a003a
31,16,63,0,63,#3f003f,0x0404,#420042
31,17,71,0,71,#470047,0x5404,#4a004a
31,18,79,0,79,#4f004f,0x0505,#520052
31,19,86,0,86,#560056,0x0505,#520052
32,0,186,0,0,#ba0000,0x4b00,#bd0000
32,1,169,0,0,#a90000,0x4a00,#ad0000
32,2,152,0,0,#980000,0x0900,#940000
32,3,135,0,0,#870000,0x0800,#840000
32,4,118,0,0,#760000,0x0700,#730000
32,5,101,0,0,#650000,0x0600,#630000
32,6,84,0,0,#540000,0x0500,#520000
32,7,67,0,0,#430000,0x0400,#420000
32,8,50,0,0,#320000,0x0300,#310000
32,9,33,0,0,#210000,0x0200,#210000
32,10,23,0,23,#170017,0x5101,#190019
32,11,31,0,31,#1f001f,0x0202,#210021
32,12,39,0,39,#270027,0x5202,#290029
32,13,47,0,47,#2f002f,0x0303,#310031
32,14,55,0,55,#370037,0x5303,#3a003a
32,15,63,0,63,#3f003f,0x0404,#420042
32,16,71,0,71,#470047,0x5404,#4a004a
32,17,79,0,79,#4f004f,0x0505,#520052
32,18,86,0,86,#560056,0x0505,#520052
32,19,94,0,94,#5e005e,0x5505,#5a005a
33,0,169,0,0,#a90000,0x4a00,#ad0000
33,1,152,0,0,#980000,0x0900,#940000
33,2,135,0,0,#870000,0x0800,#840000
33,3,118,0,0,#760000,0x0700,#730000
33,4,101,0,0,#650000,0x0600,#630000
33,5,84,0,0,#540000,0x0500,#520000
33,6,67,0,0,#430000,0x0400,#420000
33,7,50,0,0,#320000,0x0300,#310000
33,8,33,0,0,#210000,0x0200,#210000
33,9,23,0,23,#170017,0x5101,#190019
33,10,31,0,31,#1f001f,0x0202,#210021
33,11,39,0,39,#270027,0x5202,#290029
33,12,47,0,47,#2f002f,0x0303,#310031
33,13,55,0,55,#370037,0x5303,#3a003a
33,14,63,0,63,#3f003f,0x0404,#420042
33,15,71,0,71,#470047,0x5404,#4a004a
33,16,79,0,79,#4f004f,0x0505,#520052
33,17,86,0,86,#560056,0x0505,#520052
33,18,94,0,94,#5e005e,0x5505,#5a005a
33,19,102,0,102,#660066,0x0606,#630063
34,0,152,0,0,#980000,0x0900,#940000
34,1,135,0,0,#870000,0x0800,#840000
34,2,118,0,0,#760000,0x0700,#730000
34,3,101,0,0,#650000,0x0600,#630000
34,4,84,0,0,#540000,0x0500,#520000
34,5,67,0,0,#430000,0x0400,#420000
34,6,50,0,0,#320000,0x0300,#310000
34,7,33,0,0,#210000,0x0200,#210000
34,8,23,0,23,#170017,0x5101,#190019
34,9,31,0,31,#1f001f,0x0202,#210021
34,10,39,0,39,#270027,0x5202,#290029
34,11,47,0,47,#2f002f,0x0303,#310031
34,12,55,0,55,#370037,0x5303,#3a003a
34,13,63,0,63,#3f003f,0x0404,#420042
34,14,71,0,71,#470047,0x5404,#4a004a
34,15,79,0,79,#4f004f,0x0505,#520052
34,16,86,0,86,#560056,0x0505,#520052
34,17,94,0,94,#5e005e,0x5505,#5a005a
34,18,102,0,102,#660066,0x0606,#630063
34,19,110,0,110,#6e006e,0x5606,#6b006b
35,0,135,0,0,#870000,0x0800,#840000
35,1,118,0,0,#760000,0x0700,#730000
35,2,101,0,0,#650000,0x0600,#630000
35,3,84,0,0,#540000,0x0500,#520000
35,4,67,0,0,#430000,0x0400,#420000
35,5,50,0,0,#320000,0x0300,#310000
35,6,33,0,0,#210000,0x0200,#210000
35,7,23,0,23,#170017,0x5101,#190019
35,8,31,0,31,#1f001f,0x0202,#210021
35,9,39,0,39,#270027,0x5202,#290029
35,10,47,0,47,#2f002f,0x0303,#310031
35,11,55,0,55,#370037,0x5303,#3a003a
35,12,63,0,63,#3f003f,0x0404,#420042
35,13,71,0,71,#470047,0x5404,#4a004a
35,14,79,0,79,#4f004f,0x0505,#520052
35,15,86,0,86,#560056,0x0505,#520052
35,16,94,0,94,#5e005e,0x5505,#5a005a
35,17,102,0,102,#660066,0x0606,#630063
35,18,110,0,110,#6e006e,0x5606,#6b006b
35,19,118,0,118,#760076,0x0707,#730073
36,0,118,0,0,#760000,0x0700,#730000
36,1,101,0,0,#650000,0x0600,#630000
36,2,84,0,0,#540000,0x0500,#520000
36,3,67,0,0,#430000,0x0400,#420000
36,4,50,0,0,#320000,0x0300,#310000
36,5,33,0,0,#210000,0x0200,#210000
36,6,23,0,23,#170017,0x5101,#190019
36,7,31,0,31,#1f001f,0x0202,#210021
36,8,39,0,39,#270027,0x5202,#290029
36,9,47,0,47,#2f002f,0x0303,#310031
36,10,55,0,55,#370037,0x5303,#3a003a
36,11,63,0,63,#3f003f,0x0404,#420042
36,12,71,0,71,#470047,0x5404,#4a004a
36,13,79,0,79,#4f004f,0x0505,#520052
36,14,86,0,86,#560056,0x0505,#520052
36,15,94,0,94,#5e005e,0x5505,#5a005a
36,16,102,0,102,#660066,0x0606,#630063
36,17,110,0,110,#6e006e,0x5606,#6b006b
36,18,118,0,118,#760076,0x0707,#730073
36,19,118,0,118,#760076,0x0707,#730073
37,0,101,0,0,#650000,0x0600,#630000
37,1,84,0,0,#540000,0x0500,#520000
37,2,67,0,0,#430000,0x0400,#420000
37,3,50,0,0,#320000,0x0300,#310000
37,4,33,0,0,#210000,0x0200,#210000
37,5,23,0,23,#170017,0x5101,#190019
37,6,31,0,31,#1f001f,0x0202,#210021
37,7,39,0,39,#270027,0x5202,#290029
37,8,47,0,47,#2f002f,0x0303,#310031
37,9,55,0,55,#370037,0x5303,#3a003a
37,10,63,0,63,#3f003f,0x0404,#420042
37,11,71,0,71,#470047,0x5404,#4a004a
37,12,79,0,79,#4f004f,0x0505,#520052
37,13,86,0,86,#560056,0x0505,#520052
37,14,94,0,94,#5e005e,0x5505,#5a005a
37,15,102,0,102,#660066,0x0606,#630063
37,16,110,0,110,#6e006e,0x5606,#6b006b
37,17,118,0,118,#760076,0x0707,#730073
37,18,118,0,118,#760076,0x0707,#730073
37,19,110,0,110,#6e006e,0x5606,#6b006b
38,0,84,0,0,#540000,0x0500,#520000
38,1,67,0,0,#430000,0x0400,#420000
38,2,50,0,0,#320000,0x0300,#310000
38,3,33,0,0,#210000,0x0200,#210000
38,4,23,0,23,#170017,0x5101,#190019
38,5,31,0,31,#1f001f,0x0202,#210021
38,6,39,0,39,#270027,0x5202,#290029
38,7,47,0,47,#2f002f,0x0303,#310031
38,8,55,0,55,#370037,0x5303,#3a003a
38,9,63,0,63,#3f003f,0x0404,#420042
38,10,71,0,71,#470047,0x5404,#4a004a
38,11,79,0,79,#4f004f,0x0505,#520052
38,12,86,0,86,#560056,0x0505,#520052
38,13,94,0,94,#5e005e,0x5505,#5a005a
38,14,102,0,102,#660066,0x0606,#630063
38,15,110,0,110,#6e006e,0x5606,#6b006b
38,16,118,0,118,#760076,0x0707,#730073
38,17,118,0,118,#760076,0x0707,#730073
38,18,110,0,110,#6e006e,0x5606,#6b006b
38,19,102,0,102,#660066,0x0606,#630063
39,0,67,0,0,#430000,0x0400,#420000
39,1,50,0,0,#320000,0x0300,#310000
39,2,33,0,0,#210000,0x0200,#210000
39,3,23,0,23,#170017,0x5101,#190019
39,4,31,0,31,#1f001f,0x0202,#210021
39,5,39,0,39,#270027,0x5202,#290029
39,6,47,0,47,#2f002f,0x0303,#310031
39,7,55,0,55,#370037,0x5303,#3a003a
39,8,63,0,63,#3f003f,0x0404,#420042
39,9,71,0,71,#470047,0x5404,#4a004a
39,10,79,0,79,#4f004f,0x0505,#520052
39,11,86,0,86,#560056,0x0505,#520052
39,12,94,0,94,#5e005e,0x5505,#5a005a
39,13,102,0,102,#660066,0x0606,#630063
39,14,110,0,110,#6e006e,0x5606,#6b006b
39,15,118,0,118,#760076,0x0707,#730073
39,16,118,0,118,#760076,0x0707,#730073
39,17,110,0,110,#6e006e,0x5606,#6b006b
39,18,102,0,102,#660066,0x0606,#630063
39,19,94,0,94,#5e005e,0x5505,#5a005a
40,0,50,0,0,#320000,0x0300,#310000
40,1,33,0,0,#210000,0x0200,#210000
40,2,23,0,23,#170017,0x5101,#190019
40,3,31,0,31,#1f001f,0x0202,#210021
40,4,39,0,39,#270027,0x5202,#290029
40,5,47,0,47,#2f002f,0x0303,#310031
40,6,55,0,55,#370037,0x5303,#3a003a
40,7,63,0,63,#3f003f,0x0404,#420042
40,8,71,0,71,#470047,0x5404,#4a004a
40,9,79,0,79,#4f004f,0x0505,#520052
40,10,86,0,86,#560056,0x0505,#520052
40,11,94,0,94,#5e005e,0x5505,#5a005a
40,12,102,0,102,#660066,0x0606,#630063
40,13,110,0,110,#6e006e,0x5606,#6b006b
40,14,118,0,118,#760076,0x0707,#730073
40,15,118,0,118,#760076,0x0707,#730073
40,16,110,0,110,#6e006e,0x5606,#6b006b
40,17,102,0,102,#660066,0x0606,#630063
40,18,94,0,94,#5e005e,0x5505,#5a005a
40,19,86,0,86,#560056,0x0505,#520052
41,0,33,0,0,#210000,0x0200,#210000
41,1,23,0,23,#170017,0x5101,#190019
41,2,31,0,31,#1f001f,0x0202,#210021
41,3,39,0,39,#270027,0x5202,#290029
41,4,47,0,47,#2f002f,0x0303,#310031
41,5,55,0,55,#370037,0x5303,#3a003a
41,6,63,0,63,#3f003f,0x0404,#420042
41,7,71,0,71,#470047,0x5404,#4a004a
41,8,79,0,79,#4f004f,0x0505,#520052
41,9,86,0,86,#560056,0x0505,#520052
41,10,94,0,94,#5e005e,0x5505,#5a005a
41,11,102,0,102,#660066,0x0606,#630063
41,12,110,0,110,#6e006e,0x5606,#6b006b
41,13,118,0,118,#760076,0x0707,#730073
41,14,118,0,118,#760076,0x0707,#730073
41,15,110,0,110,#6e006e,0x5606,#6b006b
41,16,102,0,102,#660066,0x0606,#630063
41,17,94,0,94,#5e005e,0x5505,#5a005a
41,18,86,0,86,#560056,0x0505,#520052
41,19,79,0,79,#4f004f,0x0505,#520052
42,0,23,0,23,#170017,0x5101,#190019
42,1,31,0,31,#1f001f,0x0202,#210021
42,2,39,0,39,#270027,0x5202,#290029
42,3,47,0,47,#2f002f,0x0303,#310031
42,4,55,0,55,#370037,0x5303,#3a003a
42,5,63,0,63,#3f003f,0x0404,#420042
42,6,71,0,71,#470047,0x5404,#4a004a
42,7,79,0,79,#4f004f,0x0505,#520052
42,8,86,0,86,#560056,0x0505,#520052
42,9,94,0,94,#5e005e,0x5505,#5a005a
42,10,102,0,102,#660066,0x0606,#630063
42,11,110,0,110,#6e006e,0x5606,#6b006b
42,12,118,0,118,#760076,0x0707,#730073
42,13,118,0,118,#760076,0x0707,#730073
42,14,110,0,110,#6e006e,0x5606,#6b006b
42,15,102,0,102,#660066,0x0606,#630063
42,16,94,0,94,#5e005e,0x5505,#5a005a
42,17,86,0,86,#560056,0x0505,#520052
42,18,79,0,79,#4f004f,0x0505,#520052
42,19,71,0,71,#470047,0x5404,#4a004a
43,0,31,0,31,#1f001f,0x0202,#210021
43,1,39,0,39,#270027,0x5202,#290029
43,2,47,0,47,#2f002f,0x0303,#310031
43,3,55,0,55,#370037,0x5303,#3a003a
43,4,63,0,63,#3f003f,0x0404,#420042
43,5,71,0,71,#470047,0x5404,#4a004a
43,6,79,0,79,#4f004f,0x0505,#520052
43,7,86,0,86,#560056,0x0505,#520052
43,8,94,0,94,#5e005e,0x5505,#5a005a
43,9,102,0,102,#660066,0x0606,#630063
43,10,110,0,110,#6e006e,0x5606,#6b006b
43,11,118,0,118,#760076,0x0707,#730073
43,12,118,0,118,#760076,0x0707,#730073
43,13,110,0,110,#6e006e,0x5606,#6b006b
43,14,102,0,102,#660066,0x0606,#630063
43,15,94,0,94,#5e005e,0x5505,#5a005a
43,16,86,0,86,#560056,0x0505,#520052
43,17,79,0,79,#4f004f,0x0505,#520052
43,18,71,0,71,#470047,0x5404,#4a004a
43,19,63,0,63,#3f003f,0x0404,#420042
44,0,39,0,39,#270027,0x5202,#290029
44,1,47,0,47,#2f002f,0x0303,#310031
44,2,55,0,55,#370037,0x5303,#3a003a
44,3,63,0,63,#3f003f,0x0404,#420042
44,4,71,0,71,#470047,0x5404,#4a004a
44,5,79,0,79,#4f004f,0x0505,#520052
44,6,86,0,86,#560056,0x0505,#520052
44,7,94,0,94,#5e005e,0x5505,#5a005a
44,8,102,0,102,#660066,0x0606,#630063
44,9,110,0,110,#6e006e,0x5606,#6b006b
44,10,118,0,118,#760076,0x0707,#730073
44,11,118,0,118,#760076,0x0707,#730073
44,12,110,0,110,#6e006e,0x5606,#6b006b
44,13,102,0,102,#660066,0x0606,#630063
44,14,94,0,94,#5e005e,0x5505,#5a005a
44,15,86,0,86,#560056,0x0505,#520052
44,16,79,0,79,#4f004f,0x0505,#520052
44,17,71,0,71,#470047,0x5404,#4a004a
44,18,63,0,63,#3f003f,0x0404,#420042
44,19,55,0,55,#370037,0x5303,#3a003a
45,0,47,0,47,#2f002f,0x0303,#310031
45,1,55,0,55,#370037,0x5303,#3a003a
45,2,63,0,63,#3f003f,0x0404,#420042
45,3,71,0,71,#470047,0x5404,#4a004a
45,4,79,0,79,#4f004f,0x0505,#520052
45,5,86,0,86,#560056,0x0505,#520052
45,6,94,0,94,#5e005e,0x5505,#5a005a
45,7,102,0,102,#660066,0x0606,#630063
45,8,110,0,110,#6e006e,0x5606,#6b006b
45,9,118,0,118,#760076,0x0707,#730073
45,10,118,0,118,#760076,0x0707,#730073
45,11,110,0,110,#6e006e,0x5606,#6b006b
45,12,102,0,102,#660066,0x0606,#630063
45,13,94,0,94,#5e005e,0x5505,#5a005a
45,14,86,0,86,#560056,0x0505,#520052
45,15,79,0,79,#4f004f,0x0505,#520052
45,16,71,0,71,#470047,0x5404,#4a004a
45,17,63,0,63,#3f003f,0x0404,#420042
45,18,55,0,55,#370037,0x5303,#3a003a
45,19,47,0,47,#2f002f,0x0303,#310031
46,0,55,0,55,#370037,0x5303,#3a003a
46,1,63,0,63,#3f003f,0x0404,#420042
46,2,71,0,71,#470047,0x5404,#4a004a
46,3,79,0,79,#4f004f,0x0505,#520052
46,4,86,0,86,#560056,0x0505,#520052
46,5,94,0,94,#5e005e,0x5505,#5a005a
46,6,102,0,102,#660066,0x0606,#630063
46,7,110,0,110,#6e006e,0x5606,#6b006b
46,8,118,0,118,#760076,0x0707,#730073
46,9,118,0,118,#760076,0x0707,#730073
46,10,110,0,110,#6e006e,0x5606,#6b006b
46,11,102,0,102,#660066,0x0606,#630063
46,12,94,0,94,#5e005e,0x5505,#5a005a
46,13,86,0,86,#560056,0x0505,#520052
46,14,79,0,79,#4f004f,0x0505,#520052
46,15,71,0,71,#470047,0x5404,#4a004a
46,16,63,0,63,#3f003f,0x0404,#420042
46,17,55,0,55,#370037,0x5303,#3a003a
46,18,47,0,47,#2f002f,0x0303,#310031
46,19,39,0,39,#270027,0x5202,#290029
47,0,63,0,63,#3f003f,0x0404,#420042
47,1,71,0,71,#470047,0x5404,#4a004a
47,2,79,0,79,#4f004f,0x0505,#520052
47,3,86,0,86,#560056,0x0505,#520052
47,4,94,0,94,#5e005e,0x5505,#5a005a
47,5,102,0,102,#660066,0x0606,#630063
47,6,110,0,110,#6e006e,0x5606,#6b006b
47,7,118,0,118,#760076,0x0707,#730073
47,8,118,0,118,#760076,0x0707,#730073
47,9,110,0,110,#6e006e,0x5606,#6b006b
47,10,102,0,102,#660066,0x0606,#630063
47,11,94,0,94,#5e005e,0x5505,#5a005a
47,12,86,0,86,#560056,0x0505,#520052
47,13,79,0,79,#4f004f,0x0505,#520052
47,14,71,0,71,#470047,0x5404,#4a004a
47,15,63,0,63,#3f003f,0x0404,#420042
47,16,55,0,55,#370037,0x5303,#3a003a
47,17,47,0,47,#2f002f,0x0303,#310031
47,18,39,0,39,#270027,0x5202,#290029
47,19,31,0,31,#1f001f,0x0202,#210021
48,0,71,0,71,#470047,0x5404,#4a004a
48,1,79,0,79,#4f004f,0x0505,#520052
48,2,86,0,86,#560056,0x0505,#520052
48,3,94,0,94,#5e005e,0x5505,#5a005a
48,4,102,0,102,#660066,0x0606,#630063
48,5,110,0,110,#6e006e,0x5606,#6b006b
48,6,118,0,118,#760076,0x0707,#730073
48,7,118,0,118,#760076,0x0707,#730073
48,8,110,0,110,#6e006e,0x5606,#6b006b
48,9,102,0,102,#660066,0x0606,#630063
48,10,94,0,94,#5e005e,0x5505,#5a005a
48,11,86,0,86,#560056,0x0505,#520052
48,12,79,0,79,#4f004f,0x0505,#520052
48,13,71,0,71,#470047,0x5404,#4a004a
48,14,63,0,63,#3f003f,0x0404,#420042
48,15,55,0,55,#370037,0x5303,#3a003a
48,16,47,0,47,#2f002f,0x0303,#310031
48,17,39,0,39,#270027,0x5202,#290029
48,18,31,0,31,#1f001f,0x0202,#210021
48,19,23,0,23,#170017,0x5101,#190019
49,0,79,0,79,#4f004f,0x0505,#520052
49,1,86,0,86,#560056,0x0505,#520052
49,2,94,0,94,#5e005e,0x5505,#5a005a
49,3,102,0,102,#660066,0x0606,#630063
49,4,110,0,110,#6e006e,0x5606,#6b006b
49,5,118,0,118,#760076,0x0707,#730073
49,6,118,0,118,#760076,0x0707,#730073
49,7,110,0,110,#6e006e,0x5606,#6b006b
49,8,102,0,102,#660066,0x0606,#630063
49,9,94,0,94,#5e005e,0x5505,#5a005a
49,10,86,0,86,#560056,0x0505,#520052
49,11,79,0,79,#4f004f,0x0505,#520052
49,12,71,0,71,#470047,0x5404,#4a004a
49,13,63,0,63,#3f003f,0x0404,#420042
49,14,55,0,55,#370037,0x5303,#3a003a
49,15,47,0,47,#2f002f,0x0303,#310031
49,16,39,0,39,#270027,0x5202,#290029
49,17,31,0,31,#1f001f,0x0202,#210021
49,18,23,0,23,#170017,0x5101,#190019
49,19,15,0,15,#0f000f,0x0101,#100010
50,0,86,0,86,#560056,0x0505,#520052
50,1,94,0,94,#5e005e,0x5505,#5a005a
50,2,102,0,102,#660066,0x0606,#630063
50,3,110,0,110,#6e006e,0x5606,#6b006b
50,4,118,0,118,#760076,0x0707,#730073
50,5,118,0,118,#760076,0x0707,#730073
50,6,110,0,110,#6e006e,0x5606,#6b006b
50,7,102,0,102,#660066,0x0606,#630063
50,8,94,0,94,#5e005e,0x5505,#5a005a
50,9,86,0,86,#560056,0x0505,#520052
50,10,79,0,79,#4f004f,0x0505,#520052
50,11,71,0,71,#470047,0x5404,#4a004a
50,12,63,0,63,#3f003f,0x0404,#420042
50,13,55,0,55,#370037,0x5303,#3a003a
50,14,47,0,47,#2f002f,0x0303,#310031
50,15,39,0,39,#270027,0x5202,#290029
50,16,31,0,31,#1f001f,0x0202,#210021
50,17,23,0,23,#170017,0x5101,#190019
50,18,15,0,15,#0f000f,0x0101,#100010
50,19,0,0,50,#000032,0x0003,#000031
51,0,94,0,94,#5e005e,0x5505,#5a005a
51,1,102,0,102,#660066,0x0606,#630063
51,2,110,0,110,#6e006e,0x5606,#6b006b
51,3,118,0,118,#760076,0x0707,#730073
51,4,118,0,118,#760076,0x0707,#730073
51,5,110,0,110,#6e006e,0x5606,#6b006b
51,6,102,0,102,#660066,0x0606,#630063
51,7,94,0,94,#5e005e,0x5505,#5a005a
51,8,86,0,86,#560056,0x0505,#520052
51,9,79,0,79,#4f004f,0x0505,#520052
51,10,71,0,71,#470047,0x5404,#4a004a
51,11,63,0,63,#3f003f,0x0404,#420042
51,12,55,0,55,#370037,0x5303,#3a003a
51,13,47,0,47,#2f002f,0x0303,#310031
51,14,39,0,39,#270027,0x5202,#290029
51,15,31,0,31,#1f001f,0x0202,#210021
51,16,23,0,23,#170017,0x5101,#190019
51,17,15,0,15,#0f000f,0x0101,#100010
51,18,0,0,50,#000032,0x0003,#000031
51,19,0,0,67,#000043,0x0004,#000042
52,0,102,0,102,#660066,0x0606,#630063
52,1,110,0,110,#6e006e,0x5606,#6b006b
52,2,118,0,118,#760076,0x0707,#730073
52,3,118,0,118,#760076,0x0707,#730073
52,4,110,0,110,#6e006e,0x5606,#6b006b
52,5,102,0,102,#660066,0x0606,#630063
52,6,94,0,94,#5e005e,0x5505,#5a005a
52,7,86,0,86,#560056,0x0505,#520052
52,8,79,0,79,#4f004f,0x0505,#520052
52,9,71,0,71,#470047,0x5404,#4a004a
52,10,63,0,63,#3f003f,0x0404,#420042
52,11,55,0,55,#370037,0x5303,#3a003a
52,12,47,0,47,#2f002f,0x0303,#310031
52,13,39,0,39,#270027,0x5202,#290029
52,14,31,0,31,#1f001f,0x0202,#210021
52,15,23,0,23,#170017,0x5101,#190019
52,16,15,0,15,#0f000f,0x0101,#100010
52,17,0,0,50,#000032,0x0003,#000031
52,18,0,0,67,#000043,0x0004,#000042
52,19,0,0,84,#000054,0x0005,#000052
53,0,110,0,110,#6e006e,0x5606,#6b006b
53,1,118,0,118,#760076,0x0707,#730073
53,2,118,0,118,#760076,0x0707,#730073
53,3,110,0,110,#6e006e,0x5606,#6b006b
53,4,102,0,102,#660066,0x0606,#630063
53,5,94,0,94,#5e005e,0x5505,#5a005a
53,6,86,0,86,#560056,0x0505,#520052
53,7,79,0,79,#4f004f,0x0505,#520052
53,8,71,0,71,#470047,0x5404,#4a004a
53,9,63,0,63,#3f003f,0x0404,#420042
53,10,55,0,55,#370037,0x5303,#3a003a
53,11,47,0,47,#2f002f,0x0303,#310031
53,12,39,0,39,#270027,0x5202,#290029
53,13,31,0,31,#1f001f,0x0202,#210021
53,14,23,0,23,#170017,0x5101,#190019
53,15,15,0,15,#0f000f,0x0101,#100010
53,16,0,0,50,#000032,0x0003,#000031
53,17,0,0,67,#000043,0x0004,#000042
53,18,0,0,84,#000054,0x0005,#000052
53,19,0,0,101,#000065,0x0006,#000063
54,0,118,0,118,#760076,0x0707,#730073
54,1,118,0,118,#760076,0x0707,#730073
54,2,110,0,110,#6e006e,0x5606,#6b006b
54,3,102,0,102,#660066,0x0606,#630063
54,4,94,0,94,#5e005e,0x5505,#5a005a
54,5,86,0,86,#560056,0x0505,#520052
54,6,79,0,79,#4f004f,0x0505,#520052
54,7,71,0,71,#470047,0x5404,#4a004a
54,8,63,0,63,#3f003f,0x0404,#420042
54,9,55,0,55,#370037,0x5303,#3a003a
54,10,47,0,47,#2f002f,0x0303,#310031
54,11,39,0,39,#270027,0x5202,#290029
54,12,31,0,31,#1f001f,0x0202,#210021
54,13,23,0,23,#170017,0x5101,#190019
54,14,15,0,15,#0f000f,0x0101,#100010
54,15,0,0,50,#000032,0x0003,#000031
54,16,0,0,67,#000043,0x0004,#000042
54,17,0,0,84,#000054,0x0005,#000052
54,18,0,0,101,#000065,0x0006,#000063
54,19,0,0,118,#000076,0x0007,#000073
55,0,118,0,118,#760076,0x0707,#730073
55,1,110,0,110,#6e006e,0x5606,#6b006b
55,2,102,0,102,#660066,0x0606,#630063
55,3,94,0,94,#5e005e,0x5505,#5a005a
55,4,86,0,86,#560056,0x0505,#520052
55,5,79,0,79,#4f004f,0x0505,#520052
55,6,71,0,71,#470047,0x5404,#4a004a
55,7,63,0,63,#3f003f,0x0404,#420042
55,8,55,0,55,#370037,0x5303,#3a003a
55,9,47,0,47,#2f002f,0x0303,#310031
55,10,39,0,39,#270027,0x5202,#290029
55,11,31,0,31,#1f001f,0x0202,#210021
55,12,23,0,23,#170017,0x5101,#190019
55,13,15,0,15,#0f000f,0x0101,#100010
55,14,0,0,50,#000032,0x0003,#000031
55,15,0,0,67,#000043,0x0004,#000042
55,16,0,0,84,#000054,0x0005,#000052
55,17,0,0,101,#000065,0x0006,#000063
55,18,0,0,118,#000076,0x0007,#000073
55,19,0,0,135,#000087,0x0008,#000084
56,0,110,0,110,#6e006e,0x5606,#6b006b
