phase,palette,pen,source_index,track,source_rgb,neo_word,neo_rgb
20,38,4,82,5,#dc0000,0x4d00,#de0000
20,38,5,83,6,#ed0000,0x4e00,#ef0000
20,38,6,84,7,#fe0000,0x4f00,#ff0000
20,49,1,79,2,#a90000,0x4a00,#ad0000
20,49,2,80,3,#ba0000,0x4b00,#bd0000
20,49,3,81,4,#cb0000,0x4c00,#ce0000
20,49,4,82,5,#dc0000,0x4d00,#de0000
20,49,5,83,6,#ed0000,0x4e00,#ef0000
20,49,6,84,7,#fe0000,0x4f00,#ff0000
20,50,1,90,13,#a90000,0x4a00,#ad0000
20,50,2,94,17,#650000,0x0600,#630000
20,50,3,95,18,#540000,0x0500,#520000
20,56,1,77,0,#870000,0x0800,#840000
20,56,2,78,1,#980000,0x0900,#940000
20,56,3,79,2,#a90000,0x4a00,#ad0000
20,59,1,77,0,#870000,0x0800,#840000
20,59,2,78,1,#980000,0x0900,#940000
20,59,3,79,2,#a90000,0x4a00,#ad0000
20,60,1,83,6,#ed0000,0x4e00,#ef0000
20,60,2,84,7,#fe0000,0x4f00,#ff0000
20,62,1,79,2,#a90000,0x4a00,#ad0000
20,62,2,80,3,#ba0000,0x4b00,#bd0000
20,62,3,81,4,#cb0000,0x4c00,#ce0000
20,62,4,82,5,#dc0000,0x4d00,#de0000
20,62,5,83,6,#ed0000,0x4e00,#ef0000
20,62,6,84,7,#fe0000,0x4f00,#ff0000
20,63,1,84,7,#fe0000,0x4f00,#ff0000
20,63,2,85,8,#fe0000,0x4f00,#ff0000
20,63,3,86,9,#ed0000,0x4e00,#ef0000
20,63,4,87,10,#dc0000,0x4d00,#de0000
20,63,5,90,13,#a90000,0x4a00,#ad0000
20,63,6,91,14,#980000,0x0900,#940000
20,64,1,84,7,#fe0000,0x4f00,#ff0000
20,64,2,85,8,#fe0000,0x4f00,#ff0000
20,64,3,86,9,#ed0000,0x4e00,#ef0000
20,64,4,87,10,#dc0000,0x4d00,#de0000
20,64,5,88,11,#cb0000,0x4c00,#ce0000
20,64,6,89,12,#ba0000,0x4b00,#bd0000
20,65,1,90,13,#a90000,0x4a00,#ad0000
20,65,2,91,14,#980000,0x0900,#940000
20,65,3,92,15,#870000,0x0800,#840000
20,65,4,93,16,#760000,0x0700,#730000
20,65,5,94,17,#650000,0x0600,#630000
20,65,6,95,18,#540000,0x0500,#520000
20,66,1,79,2,#a90000,0x4a00,#ad0000
20,66,2,80,3,#ba0000,0x4b00,#bd0000
20,66,3,81,4,#cb0000,0x4c00,#ce0000
20,66,4,82,5,#dc0000,0x4d00,#de0000
20,66,5,83,6,#ed0000,0x4e00,#ef0000
20,66,6,84,7,#fe0000,0x4f00,#ff0000
20,68,1,79,2,#a90000,0x4a00,#ad0000
20,68,2,80,3,#ba0000,0x4b00,#bd0000
20,68,3,84,7,#fe0000,0x4f00,#ff0000
20,69,1,90,13,#a90000,0x4a00,#ad0000
20,70,1,85,8,#fe0000,0x4f00,#ff0000
20,70,2,86,9,#ed0000,0x4e00,#ef0000
20,70,3,87,10,#dc0000,0x4d00,#de0000
20,70,4,88,11,#cb0000,0x4c00,#ce0000
20,70,5,89,12,#ba0000,0x4b00,#bd0000
20,70,6,95,18,#540000,0x0500,#520000
20,70,7,96,19,#430000,0x0400,#420000
20,74,1,84,7,#fe0000,0x4f00,#ff0000
20,74,2,85,8,#fe0000,0x4f00,#ff0000
20,74,3,86,9,#ed0000,0x4e00,#ef0000
20,74,4,87,10,#dc0000,0x4d00,#de0000
20,74,5,88,11,#cb0000,0x4c00,#ce0000
20,74,6,89,12,#ba0000,0x4b00,#bd0000
20,76,1,77,0,#870000,0x0800,#840000
20,76,2,78,1,#980000,0x0900,#940000
20,76,3,79,2,#a90000,0x4a00,#ad0000
20,79,1,84,7,#fe0000,0x4f00,#ff0000
20,79,2,85,8,#fe0000,0x4f00,#ff0000
20,79,3,86,9,#ed0000,0x4e00,#ef0000
20,79,4,87,10,#dc0000,0x4d00,#de0000
21,34,1,77,0,#980000,0x0900,#940000
21,34,2,78,1,#a90000,0x4a00,#ad0000
21,34,3,79,2,#ba0000,0x4b00,#bd0000
21,35,1,78,1,#a90000,0x4a00,#ad0000
21,35,2,79,2,#ba0000,0x4b00,#bd0000
21,36,1,84,7,#fe0000,0x4f00,#ff0000
21,36,2,85,8,#ed0000,0x4e00,#ef0000
21,36,3,86,9,#dc0000,0x4d00,#de0000
21,36,4,87,10,#cb0000,0x4c00,#ce0000
21,37,1,84,7,#fe0000,0x4f00,#ff0000
21,37,2,85,8,#ed0000,0x4e00,#ef0000
21,37,3,86,9,#dc0000,0x4d00,#de0000
21,37,4,87,10,#cb0000,0x4c00,#ce0000
21,37,5,88,11,#ba0000,0x4b00,#bd0000
21,38,1,79,2,#ba0000,0x4b00,#bd0000
21,38,2,80,3,#cb0000,0x4c00,#ce0000
21,38,3,81,4,#dc0000,0x4d00,#de0000
21,38,4,82,5,#ed0000,0x4e00,#ef0000
21,38,5,83,6,#fe0000,0x4f00,#ff0000
21,38,6,84,7,#fe0000,0x4f00,#ff0000
21,49,1,79,2,#ba0000,0x4b00,#bd0000
21,49,2,80,3,#cb0000,0x4c00,#ce0000
21,49,3,81,4,#dc0000,0x4d00,#de0000
21,49,4,82,5,#ed0000,0x4e00,#ef0000
21,49,5,83,6,#fe0000,0x4f00,#ff0000
21,49,6,84,7,#fe0000,0x4f00,#ff0000
21,50,1,90,13,#980000,0x0900,#940000
21,50,2,94,17,#540000,0x0500,#520000
21,50,3,95,18,#430000,0x0400,#420000
21,56,1,77,0,#980000,0x0900,#940000
21,56,2,78,1,#a90000,0x4a00,#ad0000
21,56,3,79,2,#ba0000,0x4b00,#bd0000
21,59,1,77,0,#980000,0x0900,#940000
21,59,2,78,1,#a90000,0x4a00,#ad0000
21,59,3,79,2,#ba0000,0x4b00,#bd0000
21,60,1,83,6,#fe0000,0x4f00,#ff0000
21,60,2,84,7,#fe0000,0x4f00,#ff0000
21,62,1,79,2,#ba0000,0x4b00,#bd0000
21,62,2,80,3,#cb0000,0x4c00,#ce0000
21,62,3,81,4,#dc0000,0x4d00,#de0000
21,62,4,82,5,#ed0000,0x4e00,#ef0000
21,62,5,83,6,#fe0000,0x4f00,#ff0000
21,62,6,84,7,#fe0000,0x4f00,#ff0000
21,63,1,84,7,#fe0000,0x4f00,#ff0000
21,63,2,85,8,#ed0000,0x4e00,#ef0000
21,63,3,86,9,#dc0000,0x4d00,#de0000
21,63,4,87,10,#cb0000,0x4c00,#ce0000
21,63,5,90,13,#980000,0x0900,#940000
21,63,6,91,14,#870000,0x0800,#840000
21,64,1,84,7,#fe0000,0x4f00,#ff0000
21,64,2,85,8,#ed0000,0x4e00,#ef0000
21,64,3,86,9,#dc0000,0x4d00,#de0000
21,64,4,87,10,#cb0000,0x4c00,#ce0000
21,64,5,88,11,#ba0000,0x4b00,#bd0000
21,64,6,89,12,#a90000,0x4a00,#ad0000
21,65,1,90,13,#980000,0x0900,#940000
21,65,2,91,14,#870000,0x0800,#840000
21,65,3,92,15,#760000,0x0700,#730000
21,65,4,93,16,#650000,0x0600,#630000
21,65,5,94,17,#540000,0x0500,#520000
21,65,6,95,18,#430000,0x0400,#420000
21,66,1,79,2,#ba0000,0x4b00,#bd0000
21,66,2,80,3,#cb0000,0x4c00,#ce0000
21,66,3,81,4,#dc0000,0x4d00,#de0000
21,66,4,82,5,#ed0000,0x4e00,#ef0000
21,66,5,83,6,#fe0000,0x4f00,#ff0000
21,66,6,84,7,#fe0000,0x4f00,#ff0000
21,68,1,79,2,#ba0000,0x4b00,#bd0000
21,68,2,80,3,#cb0000,0x4c00,#ce0000
21,68,3,84,7,#fe0000,0x4f00,#ff0000
21,69,1,90,13,#980000,0x0900,#940000
21,70,1,85,8,#ed0000,0x4e00,#ef0000
21,70,2,86,9,#dc0000,0x4d00,#de0000
21,70,3,87,10,#cb0000,0x4c00,#ce0000
21,70,4,88,11,#ba0000,0x4b00,#bd0000
21,70,5,89,12,#a90000,0x4a00,#ad0000
21,70,6,95,18,#430000,0x0400,#420000
21,70,7,96,19,#320000,0x0300,#310000
21,74,1,84,7,#fe0000,0x4f00,#ff0000
21,74,2,85,8,#ed0000,0x4e00,#ef0000
21,74,3,86,9,#dc0000,0x4d00,#de0000
21,74,4,87,10,#cb0000,0x4c00,#ce0000
21,74,5,88,11,#ba0000,0x4b00,#bd0000
21,74,6,89,12,#a90000,0x4a00,#ad0000
21,76,1,77,0,#980000,0x0900,#940000
21,76,2,78,1,#a90000,0x4a00,#ad0000
21,76,3,79,2,#ba0000,0x4b00,#bd0000
21,79,1,84,7,#fe0000,0x4f00,#ff0000
21,79,2,85,8,#ed0000,0x4e00,#ef0000
21,79,3,86,9,#dc0000,0x4d00,#de0000
21,79,4,87,10,#cb0000,0x4c00,#ce0000
22,34,1,77,0,#a90000,0x4a00,#ad0000
22,34,2,78,1,#ba0000,0x4b00,#bd0000
22,34,3,79,2,#cb0000,0x4c00,#ce0000
22,35,1,78,1,#ba0000,0x4b00,#bd0000
22,35,2,79,2,#cb0000,0x4c00,#ce0000
22,36,1,84,7,#ed0000,0x4e00,#ef0000
22,36,2,85,8,#dc0000,0x4d00,#de0000
22,36,3,86,9,#cb0000,0x4c00,#ce0000
22,36,4,87,10,#ba0000,0x4b00,#bd0000
22,37,1,84,7,#ed0000,0x4e00,#ef0000
22,37,2,85,8,#dc0000,0x4d00,#de0000
22,37,3,86,9,#cb0000,0x4c00,#ce0000
22,37,4,87,10,#ba0000,0x4b00,#bd0000
22,37,5,88,11,#a90000,0x4a00,#ad0000
22,38,1,79,2,#cb0000,0x4c00,#ce0000
22,38,2,80,3,#dc0000,0x4d00,#de0000
22,38,3,81,4,#ed0000,0x4e00,#ef0000
22,38,4,82,5,#fe0000,0x4f00,#ff0000
22,38,5,83,6,#fe0000,0x4f00,#ff0000
22,38,6,84,7,#ed0000,0x4e00,#ef0000
22,49,1,79,2,#cb0000,0x4c00,#ce0000
22,49,2,80,3,#dc0000,0x4d00,#de0000
22,49,3,81,4,#ed0000,0x4e00,#ef0000
22,49,4,82,5,#fe0000,0x4f00,#ff0000
22,49,5,83,6,#fe0000,0x4f00,#ff0000
22,49,6,84,7,#ed0000,0x4e00,#ef0000
22,50,1,90,13,#870000,0x0800,#840000
22,50,2,94,17,#430000,0x0400,#420000
22,50,3,95,18,#320000,0x0300,#310000
22,56,1,77,0,#a90000,0x4a00,#ad0000
22,56,2,78,1,#ba0000,0x4b00,#bd0000
22,56,3,79,2,#cb0000,0x4c00,#ce0000
22,59,1,77,0,#a90000,0x4a00,#ad0000
22,59,2,78,1,#ba0000,0x4b00,#bd0000
22,59,3,79,2,#cb0000,0x4c00,#ce0000
22,60,1,83,6,#fe0000,0x4f00,#ff0000
22,60,2,84,7,#ed0000,0x4e00,#ef0000
22,62,1,79,2,#cb0000,0x4c00,#ce0000
22,62,2,80,3,#dc0000,0x4d00,#de0000
22,62,3,81,4,#ed0000,0x4e00,#ef0000
22,62,4,82,5,#fe0000,0x4f00,#ff0000
22,62,5,83,6,#fe0000,0x4f00,#ff0000
22,62,6,84,7,#ed0000,0x4e00,#ef0000
22,63,1,84,7,#ed0000,0x4e00,#ef0000
22,63,2,85,8,#dc0000,0x4d00,#de0000
22,63,3,86,9,#cb0000,0x4c00,#ce0000
22,63,4,87,10,#ba0000,0x4b00,#bd0000
22,63,5,90,13,#870000,0x0800,#840000
22,63,6,91,14,#760000,0x0700,#730000
22,64,1,84,7,#ed0000,0x4e00,#ef0000
22,64,2,85,8,#dc0000,0x4d00,#de0000
22,64,3,86,9,#cb0000,0x4c00,#ce0000
22,64,4,87,10,#ba0000,0x4b00,#bd0000
22,64,5,88,11,#a90000,0x4a00,#ad0000
22,64,6,89,12,#980000,0x0900,#940000
22,65,1,90,13,#870000,0x0800,#840000
22,65,2,91,14,#760000,0x0700,#730000
22,65,3,92,15,#650000,0x0600,#630000
22,65,4,93,16,#540000,0x0500,#520000
22,65,5,94,17,#430000,0x0400,#420000
22,65,6,95,18,#320000,0x0300,#310000
22,66,1,79,2,#cb0000,0x4c00,#ce0000
22,66,2,80,3,#dc0000,0x4d00,#de0000
22,66,3,81,4,#ed0000,0x4e00,#ef0000
22,66,4,82,5,#fe0000,0x4f00,#ff0000
22,66,5,83,6,#fe0000,0x4f00,#ff0000
22,66,6,84,7,#ed0000,0x4e00,#ef0000
22,68,1,79,2,#cb0000,0x4c00,#ce0000
22,68,2,80,3,#dc0000,0x4d00,#de0000
22,68,3,84,7,#ed0000,0x4e00,#ef0000
22,69,1,90,13,#870000,0x0800,#840000
22,70,1,85,8,#dc0000,0x4d00,#de0000
22,70,2,86,9,#cb0000,0x4c00,#ce0000
22,70,3,87,10,#ba0000,0x4b00,#bd0000
22,70,4,88,11,#a90000,0x4a00,#ad0000
22,70,5,89,12,#980000,0x0900,#940000
22,70,6,95,18,#320000,0x0300,#310000
22,70,7,96,19,#210000,0x0200,#210000
22,74,1,84,7,#ed0000,0x4e00,#ef0000
22,74,2,85,8,#dc0000,0x4d00,#de0000
22,74,3,86,9,#cb0000,0x4c00,#ce0000
22,74,4,87,10,#ba0000,0x4b00,#bd0000
22,74,5,88,11,#a90000,0x4a00,#ad0000
22,74,6,89,12,#980000,0x0900,#940000
22,76,1,77,0,#a90000,0x4a00,#ad0000
22,76,2,78,1,#ba0000,0x4b00,#bd0000
22,76,3,79,2,#cb0000,0x4c00,#ce0000
22,79,1,84,7,#ed0000,0x4e00,#ef0000
22,79,2,85,8,#dc0000,0x4d00,#de0000
22,79,3,86,9,#cb0000,0x4c00,#ce0000
22,79,4,87,10,#ba0000,0x4b00,#bd0000
23,34,1,77,0,#ba0000,0x4b00,#bd0000
23,34,2,78,1,#cb0000,0x4c00,#ce0000
23,34,3,79,2,#dc0000,0x4d00,#de0000
23,35,1,78,1,#cb0000,0x4c00,#ce0000
23,35,2,79,2,#dc0000,0x4d00,#de0000
23,36,1,84,7,#dc0000,0x4d00,#de0000
23,36,2,85,8,#cb0000,0x4c00,#ce0000
23,36,3,86,9,#ba0000,0x4b00,#bd0000
23,36,4,87,10,#a90000,0x4a00,#ad0000
23,37,1,84,7,#dc0000,0x4d00,#de0000
23,37,2,85,8,#cb0000,0x4c00,#ce0000
23,37,3,86,9,#ba0000,0x4b00,#bd0000
23,37,4,87,10,#a90000,0x4a00,#ad0000
23,37,5,88,11,#980000,0x0900,#940000
23,38,1,79,2,#dc0000,0x4d00,#de0000
23,38,2,80,3,#ed0000,0x4e00,#ef0000
23,38,3,81,4,#fe0000,0x4f00,#ff0000
23,38,4,82,5,#fe0000,0x4f00,#ff0000
23,38,5,83,6,#ed0000,0x4e00,#ef0000
23,38,6,84,7,#dc0000,0x4d00,#de0000
23,49,1,79,2,#dc0000,0x4d00,#de0000
23,49,2,80,3,#ed0000,0x4e00,#ef0000
23,49,3,81,4,#fe0000,0x4f00,#ff0000
23,49,4,82,5,#fe0000,0x4f00,#ff0000
23,49,5,83,6,#ed0000,0x4e00,#ef0000
23,49,6,84,7,#dc0000,0x4d00,#de0000
23,50,1,90,13,#760000,0x0700,#730000
23,50,2,94,17,#320000,0x0300,#310000
23,50,3,95,18,#210000,0x0200,#210000
23,56,1,77,0,#ba0000,0x4b00,#bd0000
23,56,2,78,1,#cb0000,0x4c00,#ce0000
23,56,3,79,2,#dc0000,0x4d00,#de0000
23,59,1,77,0,#ba0000,0x4b00,#bd0000
23,59,2,78,1,#cb0000,0x4c00,#ce0000
23,59,3,79,2,#dc0000,0x4d00,#de0000
23,60,1,83,6,#ed0000,0x4e00,#ef0000
23,60,2,84,7,#dc0000,0x4d00,#de0000
23,62,1,79,2,#dc0000,0x4d00,#de0000
23,62,2,80,3,#ed0000,0x4e00,#ef0000
23,62,3,81,4,#fe0000,0x4f00,#ff0000
23,62,4,82,5,#fe0000,0x4f00,#ff0000
23,62,5,83,6,#ed0000,0x4e00,#ef0000
23,62,6,84,7,#dc0000,0x4d00,#de0000
23,63,1,84,7,#dc0000,0x4d00,#de0000
23,63,2,85,8,#cb0000,0x4c00,#ce0000
23,63,3,86,9,#ba0000,0x4b00,#bd0000
23,63,4,87,10,#a90000,0x4a00,#ad0000
23,63,5,90,13,#760000,0x0700,#730000
23,63,6,91,14,#650000,0x0600,#630000
23,64,1,84,7,#dc0000,0x4d00,#de0000
23,64,2,85,8,#cb0000,0x4c00,#ce0000
23,64,3,86,9,#ba0000,0x4b00,#bd0000
23,64,4,87,10,#a90000,0x4a00,#ad0000
23,64,5,88,11,#980000,0x0900,#940000
23,64,6,89,12,#870000,0x0800,#840000
23,65,1,90,13,#760000,0x0700,#730000
23,65,2,91,14,#650000,0x0600,#630000
23,65,3,92,15,#540000,0x0500,#520000
23,65,4,93,16,#430000,0x0400,#420000
23,65,5,94,17,#320000,0x0300,#310000
23,65,6,95,18,#210000,0x0200,#210000
23,66,1,79,2,#dc0000,0x4d00,#de0000
23,66,2,80,3,#ed0000,0x4e00,#ef0000
23,66,3,81,4,#fe0000,0x4f00,#ff0000
23,66,4,82,5,#fe0000,0x4f00,#ff0000
23,66,5,83,6,#ed0000,0x4e00,#ef0000
23,66,6,84,7,#dc0000,0x4d00,#de0000
23,68,1,79,2,#dc0000,0x4d00,#de0000
23,68,2,80,3,#ed0000,0x4e00,#ef0000
23,68,3,84,7,#dc0000,0x4d00,#de0000
23,69,1,90,13,#760000,0x0700,#730000
23,70,1,85,8,#cb0000,0x4c00,#ce0000
23,70,2,86,9,#ba0000,0x4b00,#bd0000
23,70,3,87,10,#a90000,0x4a00,#ad0000
23,70,4,88,11,#980000,0x0900,#940000
23,70,5,89,12,#870000,0x0800,#840000
23,70,6,95,18,#210000,0x0200,#210000
23,70,7,96,19,#170017,0x5101,#190019
23,74,1,84,7,#dc0000,0x4d00,#de0000
23,74,2,85,8,#cb0000,0x4c00,#ce0000
23,74,3,86,9,#ba0000,0x4b00,#bd0000
23,74,4,87,10,#a90000,0x4a00,#ad0000
23,74,5,88,11,#980000,0x0900,#940000
23,74,6,89,12,#870000,0x0800,#840000
23,76,1,77,0,#ba0000,0x4b00,#bd0000
23,76,2,78,1,#cb0000,0x4c00,#ce0000
23,76,3,79,2,#dc0000,0x4d00,#de0000
23,79,1,84,7,#dc0000,0x4d00,#de0000
23,79,2,85,8,#cb0000,0x4c00,#ce0000
23,79,3,86,9,#ba0000,0x4b00,#bd0000
23,79,4,87,10,#a90000,0x4a00,#ad0000
24,34,1,77,0,#cb0000,0x4c00,#ce0000
24,34,2,78,1,#dc0000,0x4d00,#de0000
24,34,3,79,2,#ed0000,0x4e00,#ef0000
24,35,1,78,1,#dc0000,0x4d00,#de0000
24,35,2,79,2,#ed0000,0x4e00,#ef0000
24,36,1,84,7,#cb0000,0x4c00,#ce0000
24,36,2,85,8,#ba0000,0x4b00,#bd0000
24,36,3,86,9,#a90000,0x4a00,#ad0000
24,36,4,87,10,#980000,0x0900,#940000
24,37,1,84,7,#cb0000,0x4c00,#ce0000
24,37,2,85,8,#ba0000,0x4b00,#bd0000
24,37,3,86,9,#a90000,0x4a00,#ad0000
24,37,4,87,10,#980000,0x0900,#940000
24,37,5,88,11,#870000,0x0800,#840000
24,38,1,79,2,#ed0000,0x4e00,#ef0000
24,38,2,80,3,#fe0000,0x4f00,#ff0000
24,38,3,81,4,#fe0000,0x4f00,#ff0000
24,38,4,82,5,#ed0000,0x4e00,#ef0000
24,38,5,83,6,#dc0000,0x4d00,#de0000
24,38,6,84,7,#cb0000,0x4c00,#ce0000
24,49,1,79,2,#ed0000,0x4e00,#ef0000
24,49,2,80,3,#fe0000,0x4f00,#ff0000
24,49,3,81,4,#fe0000,0x4f00,#ff0000
24,49,4,82,5,#ed0000,0x4e00,#ef0000
24,49,5,83,6,#dc0000,0x4d00,#de0000
24,49,6,84,7,#cb0000,0x4c00,#ce0000
24,50,1,90,13,#650000,0x0600,#630000
24,50,2,94,17,#210000,0x0200,#210000
24,50,3,95,18,#170017,0x5101,#190019
24,56,1,77,0,#cb0000,0x4c00,#ce0000
24,56,2,78,1,#dc0000,0x4d00,#de0000
24,56,3,79,2,#ed0000,0x4e00,#ef0000
24,59,1,77,0,#cb0000,0x4c00,#ce0000
24,59,2,78,1,#dc0000,0x4d00,#de0000
24,59,3,79,2,#ed0000,0x4e00,#ef0000
24,60,1,83,6,#dc0000,0x4d00,#de0000
24,60,2,84,7,#cb0000,0x4c00,#ce0000
24,62,1,79,2,#ed0000,0x4e00,#ef0000
24,62,2,80,3,#fe0000,0x4f00,#ff0000
24,62,3,81,4,#fe0000,0x4f00,#ff0000
24,62,4,82,5,#ed0000,0x4e00,#ef0000
24,62,5,83,6,#dc0000,0x4d00,#de0000
24,62,6,84,7,#cb0000,0x4c00,#ce0000
24,63,1,84,7,#cb0000,0x4c00,#ce0000
24,63,2,85,8,#ba0000,0x4b00,#bd0000
24,63,3,86,9,#a90000,0x4a00,#ad0000
24,63,4,87,10,#980000,0x0900,#940000
24,63,5,90,13,#650000,0x0600,#630000
24,63,6,91,14,#540000,0x0500,#520000
24,64,1,84,7,#cb0000,0x4c00,#ce0000
24,64,2,85,8,#ba0000,0x4b00,#bd0000
24,64,3,86,9,#a90000,0x4a00,#ad0000
24,64,4,87,10,#980000,0x0900,#940000
24,64,5,88,11,#870000,0x0800,#840000
24,64,6,89,12,#760000,0x0700,#730000
24,65,1,90,13,#650000,0x0600,#630000
24,65,2,91,14,#540000,0x0500,#520000
24,65,3,92,15,#430000,0x0400,#420000
24,65,4,93,16,#320000,0x0300,#310000
24,65,5,94,17,#210000,0x0200,#210000
24,65,6,95,18,#170017,0x5101,#190019
24,66,1,79,2,#ed0000,0x4e00,#ef0000
24,66,2,80,3,#fe0000,0x4f00,#ff0000
24,66,3,81,4,#fe0000,0x4f00,#ff0000
24,66,4,82,5,#ed0000,0x4e00,#ef0000
24,66,5,83,6,#dc0000,0x4d00,#de0000
24,66,6,84,7,#cb0000,0x4c00,#ce0000
24,68,1,79,2,#ed0000,0x4e00,#ef0000
24,68,2,80,3,#fe0000,0x4f00,#ff0000
24,68,3,84,7,#cb0000,0x4c00,#ce0000
24,69,1,90,13,#650000,0x0600,#630000
24,70,1,85,8,#ba0000,0x4b00,#bd0000
24,70,2,86,9,#a90000,0x4a00,#ad0000
24,70,3,87,10,#980000,0x0900,#940000
24,70,4,88,11,#870000,0x0800,#840000
24,70,5,89,12,#760000,0x0700,#730000
24,70,6,95,18,#170017,0x5101,#190019
24,70,7,96,19,#1f001f,0x0202,#210021
24,74,1,84,7,#cb0000,0x4c00,#ce0000
24,74,2,85,8,#ba0000,0x4b00,#bd0000
24,74,3,86,9,#a90000,0x4a00,#ad0000
24,74,4,87,10,#980000,0x0900,#940000
24,74,5,88,11,#870000,0x0800,#840000
24,74,6,89,12,#760000,0x0700,#730000
24,76,1,77,0,#cb0000,0x4c00,#ce0000
24,76,2,78,1,#dc0000,0x4d00,#de0000
24,76,3,79,2,#ed0000,0x4e00,#ef0000
24,79,1,84,7,#cb0000,0x4c00,#ce0000
24,79,2,85,8,#ba0000,0x4b00,#bd0000
24,79,3,86,9,#a90000,0x4a00,#ad0000
24,79,4,87,10,#980000,0x0900,#940000
25,34,1,77,0,#dc0000,0x4d00,#de0000
25,34,2,78,1,#ed0000,0x4e00,#ef0000
25,34,3,79,2,#fe0000,0x4f00,#ff0000
25,35,1,78,1,#ed0000,0x4e00,#ef0000
25,35,2,79,2,#fe0000,0x4f00,#ff0000
25,36,1,84,7,#ba0000,0x4b00,#bd0000
25,36,2,85,8,#a90000,0x4a00,#ad0000
25,36,3,86,9,#980000,0x0900,#940000
25,36,4,87,10,#870000,0x0800,#840000
25,37,1,84,7,#ba0000,0x4b00,#bd0000
25,37,2,85,8,#a90000,0x4a00,#ad0000
25,37,3,86,9,#980000,0x0900,#940000
25,37,4,87,10,#870000,0x0800,#840000
25,37,5,88,11,#760000,0x0700,#730000
25,38,1,79,2,#fe0000,0x4f00,#ff0000
25,38,2,80,3,#fe0000,0x4f00,#ff0000
25,38,3,81,4,#ed0000,0x4e00,#ef0000
25,38,4,82,5,#dc0000,0x4d00,#de0000
25,38,5,83,6,#cb0000,0x4c00,#ce0000
25,38,6,84,7,#ba0000,0x4b00,#bd0000
25,49,1,79,2,#fe0000,0x4f00,#ff0000
25,49,2,80,3,#fe0000,0x4f00,#ff0000
25,49,3,81,4,#ed0000,0x4e00,#ef0000
25,49,4,82,5,#dc0000,0x4d00,#de0000
25,49,5,83,6,#cb0000,0x4c00,#ce0000
25,49,6,84,7,#ba0000,0x4b00,#bd0000
25,50,1,90,13,#540000,0x0500,#520000
25,50,2,94,17,#170017,0x5101,#190019
25,50,3,95,18,#1f001f,0x0202,#210021
25,56,1,77,0,#dc0000,0x4d00,#de0000
25,56,2,78,1,#ed0000,0x4e00,#ef0000
25,56,3,79,2,#fe0000,0x4f00,#ff0000
25,59,1,77,0,#dc0000,0x4d00,#de0000
25,59,2,78,1,#ed0000,0x4e00,#ef0000
25,59,3,79,2,#fe0000,0x4f00,#ff0000
25,60,1,83,6,#cb0000,0x4c00,#ce0000
25,60,2,84,7,#ba0000,0x4b00,#bd0000
25,62,1,79,2,#fe0000,0x4f00,#ff0000
25,62,2,80,3,#fe0000,0x4f00,#ff0000
25,62,3,81,4,#ed0000,0x4e00,#ef0000
25,62,4,82,5,#dc0000,0x4d00,#de0000
25,62,5,83,6,#cb0000,0x4c00,#ce0000
25,62,6,84,7,#ba0000,0x4b00,#bd0000
25,63,1,84,7,#ba0000,0x4b00,#bd0000
25,63,2,85,8,#a90000,0x4a00,#ad0000
25,63,3,86,9,#980000,0x0900,#940000
25,63,4,87,10,#870000,0x0800,#840000
25,63,5,90,13,#540000,0x0500,#520000
25,63,6,91,14,#430000,0x0400,#420000
25,64,1,84,7,#ba0000,0x4b00,#bd0000
25,64,2,85,8,#a90000,0x4a00,#ad0000
25,64,3,86,9,#980000,0x0900,#940000
25,64,4,87,10,#870000,0x0800,#840000
25,64,5,88,11,#760000,0x0700,#730000
25,64,6,89,12,#650000,0x0600,#630000
25,65,1,90,13,#540000,0x0500,#520000
25,65,2,91,14,#430000,0x0400,#420000
25,65,3,92,15,#320000,0x0300,#310000
25,65,4,93,16,#210000,0x0200,#210000
25,65,5,94,17,#170017,0x5101,#190019
25,65,6,95,18,#1f001f,0x0202,#210021
25,66,1,79,2,#fe0000,0x4f00,#ff0000
25,66,2,80,3,#fe0000,0x4f00,#ff0000
25,66,3,81,4,#ed0000,0x4e00,#ef0000
25,66,4,82,5,#dc0000,0x4d00,#de0000
25,66,5,83,6,#cb0000,0x4c00,#ce0000
25,66,6,84,7,#ba0000,0x4b00,#bd0000
25,68,1,79,2,#fe0000,0x4f00,#ff0000
25,68,2,80,3,#fe0000,0x4f00,#ff0000
25,68,3,84,7,#ba0000,0x4b00,#bd0000
25,69,1,90,13,#540000,0x0500,#520000
25,70,1,85,8,#a90000,0x4a00,#ad0000
25,70,2,86,9,#980000,0x0900,#940000
25,70,3,87,10,#870000,0x0800,#840000
25,70,4,88,11,#760000,0x0700,#730000
25,70,5,89,12,#650000,0x0600,#630000
25,70,6,95,18,#1f001f,0x0202,#210021
25,70,7,96,19,#270027,0x5202,#290029
25,74,1,84,7,#ba0000,0x4b00,#bd0000
25,74,2,85,8,#a90000,0x4a00,#ad0000
25,74,3,86,9,#980000,0x0900,#940000
25,74,4,87,10,#870000,0x0800,#840000
25,74,5,88,11,#760000,0x0700,#730000
25,74,6,89,12,#650000,0x0600,#630000
25,76,1,77,0,#dc0000,0x4d00,#de0000
25,76,2,78,1,#ed0000,0x4e00,#ef0000
25,76,3,79,2,#fe0000,0x4f00,#ff0000
25,79,1,84,7,#ba0000,0x4b00,#bd0000
