index,bank,raw,intensity,red,green,blue
705,playfield,0x0000,0,0,0,0
706,playfield,0x4fec,4,15,14,12
707,playfield,0x5f00,5,15,0,0
708,playfield,0x8f00,8,15,0,0
709,playfield,0xcf20,12,15,2,0
710,playfield,0xff20,15,15,2,0
711,playfield,0xefff,14,15,15,15
712,playfield,0x8f00,8,15,0,0
713,playfield,0x8f00,8,15,0,0
714,playfield,0x8f00,8,15,0,0
715,playfield,0x8f00,8,15,0,0
716,playfield,0xcf21,12,15,2,1
717,playfield,0xff76,15,15,7,6
718,playfield,0x0000,0,0,0,0
719,playfield,0x0000,0,0,0,0
720,playfield,0x1000,1,0,0,0
721,playfield,0x1000,1,0,0,0
722,playfield,0x103f,1,0,3,15
723,playfield,0x103f,1,0,3,15
724,playfield,0x1039,1,0,3,9
725,playfield,0x103f,1,0,3,15
726,playfield,0x103f,1,0,3,15
727,playfield,0x404f,4,0,4,15
728,playfield,0x805d,8,0,5,13
729,playfield,0x177f,1,7,7,15
730,playfield,0x85af,8,5,10,15
731,playfield,0x88ff,8,8,15,15
732,playfield,0x1000,1,0,0,0
733,playfield,0x1000,1,0,0,0
734,playfield,0x1000,1,0,0,0
735,playfield,0x1000,1,0,0,0
736,playfield,0x1000,1,0,0,0
737,playfield,0x1000,1,0,0,0
738,playfield,0x103f,1,0,3,15
739,playfield,0x203f,2,0,3,15
740,playfield,0x4039,4,0,3,9
741,playfield,0x203f,2,0,3,15
742,playfield,0x403f,4,0,3,15
743,playfield,0x704f,7,0,4,15
744,playfield,0xb05d,11,0,5,13
745,playfield,0x477f,4,7,7,15
746,playfield,0xb5af,11,5,10,15
747,playfield,0xb8ff,11,8,15,15
748,playfield,0x1000,1,0,0,0
749,playfield,0x1000,1,0,0,0
750,playfield,0x1000,1,0,0,0
751,playfield,0x1000,1,0,0,0
752,playfield,0x0000,0,0,0,0
753,playfield,0x0000,0,0,0,0
754,playfield,0x303f,3,0,3,15
755,playfield,0x603f,6,0,3,15
756,playfield,0x8039,8,0,3,9
757,playfield,0x603f,6,0,3,15
758,playfield,0x803f,8,0,3,15
759,playfield,0xb04f,11,0,4,15
760,playfield,0xf05d,15,0,5,13
761,playfield,0x877f,8,7,7,15
762,playfield,0xf5af,15,5,10,15
763,playfield,0xf8ff,15,8,15,15
764,playfield,0x0000,0,0,0,0
765,playfield,0x0000,0,0,0,0
766,playfield,0x0000,0,0,0,0
767,playfield,0x0000,0,0,0,0
768,extra,0x0000,0,0,0,0
769,extra,0x0000,0,0,0,0
770,extra,0x0000,0,0,0,0
771,extra,0x0000,0,0,0,0
772,extra,0x0000,0,0,0,0
773,extra,0x0000,0,0,0,0
774,extra,0x0000,0,0,0,0
775,extra,0x0000,0,0,0,0
776,extra,0x0000,0,0,0,0
777,extra,0x0000,0,0,0,0
778,extra,0x0000,0,0,0,0
779,extra,0x0000,0,0,0,0
780,extra,0x0000,0,0,0,0
781,extra,0x0000,0,0,0,0
782,extra,0x0000,0,0,0,0
783,extra,0x0000,0,0,0,0
784,extra,0x0000,0,0,0,0
785,extra,0x0000,0,0,0,0
786,extra,0x0000,0,0,0,0
787,extra,0x0000,0,0,0,0
788,extra,0x0000,0,0,0,0
789,extra,0x0000,0,0,0,0
790,extra,0x0000,0,0,0,0
791,extra,0x0000,0,0,0,0
792,extra,0x0000,0,0,0,0
793,extra,0x0000,0,0,0,0
794,extra,0x0000,0,0,0,0
795,extra,0x0000,0,0,0,0
796,extra,0x0000,0,0,0,0
797,extra,0x0000,0,0,0,0
798,extra,0x0000,0,0,0,0
799,extra,0x0000,0,0,0,0
800,extra,0x0000,0,0,0,0
801,extra,0x0000,0,0,0,0
802,extra,0x0000,0,0,0,0
803,extra,0x0000,0,0,0,0
804,extra,0x0000,0,0,0,0
805,extra,0x0000,0,0,0,0
806,extra,0x0000,0,0,0,0
807,extra,0x0000,0,0,0,0
808,extra,0x0000,0,0,0,0
809,extra,0x0000,0,0,0,0
810,extra,0x0000,0,0,0,0
811,extra,0x0000,0,0,0,0
812,extra,0x0000,0,0,0,0
813,extra,0x0000,0,0,0,0
814,extra,0x0000,0,0,0,0
815,extra,0x0000,0,0,0,0
816,extra,0x0000,0,0,0,0
817,extra,0x0000,0,0,0,0
818,extra,0x0000,0,0,0,0
819,extra,0x0000,0,0,0,0
820,extra,0x0000,0,0,0,0
821,extra,0x0000,0,0,0,0
822,extra,0x0000,0,0,0,0
823,extra,0x0000,0,0,0,0
824,extra,0x0000,0,0,0,0
825,extra,0x0000,0,0,0,0
826,extra,0x0000,0,0,0,0
827,extra,0x0000,0,0,0,0
828,extra,0x0000,0,0,0,0
829,extra,0x0000,0,0,0,0
830,extra,0x0000,0,0,0,0
831,extra,0x0000,0,0,0,0
832,extra,0x0000,0,0,0,0
833,extra,0x0000,0,0,0,0
834,extra,0x0000,0,0,0,0
835,extra,0x0000,0,0,0,0
836,extra,0x0000,0,0,0,0
837,extra,0x0000,0,0,0,0
838,extra,0x0000,0,0,0,0
839,extra,0x0000,0,0,0,0
840,extra,0x0000,0,0,0,0
841,extra,0x0000,0,0,0,0
842,extra,0x0000,0,0,0,0
843,extra,0x0000,0,0,0,0
844,extra,0x0000,0,0,0,0
845,extra,0x0000,0,0,0,0
846,extra,0x0000,0,0,0,0
847,extra,0x0000,0,0,0,0
848,extra,0x0000,0,0,0,0
849,extra,0x0000,0,0,0,0
850,extra,0x0000,0,0,0,0
851,extra,0x0000,0,0,0,0
852,extra,0x0000,0,0,0,0
853,extra,0x0000,0,0,0,0
854,extra,0x0000,0,0,0,0
855,extra,0x0000,0,0,0,0
856,extra,0x0000,0,0,0,0
857,extra,0x0000,0,0,0,0
858,extra,0x0000,0,0,0,0
859,extra,0x0000,0,0,0,0
860,extra,0x0000,0,0,0,0
861,extra,0x0000,0,0,0,0
862,extra,0x0000,0,0,0,0
863,extra,0x0000,0,0,0,0
864,extra,0x0000,0,0,0,0
865,extra,0x0000,0,0,0,0
866,extra,0x0000,0,0,0,0
867,extra,0x0000,0,0,0,0
868,extra,0x0000,0,0,0,0
869,extra,0x0000,0,0,0,0
870,extra,0x0000,0,0,0,0
871,extra,0x0000,0,0,0,0
872,extra,0x0000,0,0,0,0
873,extra,0x0000,0,0,0,0
874,extra,0x0000,0,0,0,0
875,extra,0x0000,0,0,0,0
876,extra,0x0000,0,0,0,0
877,extra,0x0000,0,0,0,0
878,extra,0x0000,0,0,0,0
879,extra,0x0000,0,0,0,0
880,extra,0x0000,0,0,0,0
881,extra,0x0000,0,0,0,0
882,extra,0x0000,0,0,0,0
883,extra,0x0000,0,0,0,0
884,extra,0x0000,0,0,0,0
885,extra,0x0000,0,0,0,0
886,extra,0x0000,0,0,0,0
887,extra,0x0000,0,0,0,0
888,extra,0x0000,0,0,0,0
889,extra,0x0000,0,0,0,0
890,extra,0x0000,0,0,0,0
891,extra,0x0000,0,0,0,0
892,extra,0x0000,0,0,0,0
893,extra,0x0000,0,0,0,0
894,extra,0x0000,0,0,0,0
895,extra,0x0000,0,0,0,0
896,extra,0x0000,0,0,0,0
897,extra,0x0000,0,0,0,0
898,extra,0x0000,0,0,0,0
899,extra,0x0000,0,0,0,0
900,extra,0x0000,0,0,0,0
901,extra,0x0000,0,0,0,0
902,extra,0x0000,0,0,0,0
903,extra,0x0000,0,0,0,0
904,extra,0x0000,0,0,0,0
905,extra,0x0000,0,0,0,0
906,extra,0x0000,0,0,0,0
907,extra,0x0000,0,0,0,0
908,extra,0x0000,0,0,0,0
909,extra,0x0000,0,0,0,0
910,extra,0x0000,0,0,0,0
911,extra,0x0000,0,0,0,0
912,extra,0x0000,0,0,0,0
913,extra,0x0000,0,0,0,0
914,extra,0x0000,0,0,0,0
915,extra,0x0000,0,0,0,0
916,extra,0x0000,0,0,0,0
917,extra,0x0000,0,0,0,0
918,extra,0x0000,0,0,0,0
919,extra,0x0000,0,0,0,0
920,extra,0x0000,0,0,0,0
921,extra,0x0000,0,0,0,0
922,extra,0x0000,0,0,0,0
923,extra,0x0000,0,0,0,0
924,extra,0x0000,0,0,0,0
925,extra,0x0000,0,0,0,0
926,extra,0x0000,0,0,0,0
927,extra,0x0000,0,0,0,0
928,extra,0x015f,0,1,5,15
929,extra,0x0000,0,0,0,0
930,extra,0x0000,0,0,0,0
931,extra,0x0000,0,0,0,0
932,extra,0x0000,0,0,0,0
933,extra,0x0000,0,0,0,0
934,extra,0x0000,0,0,0,0
935,extra,0x0000,0,0,0,0
936,extra,0x0000,0,0,0,0
937,extra,0x0000,0,0,0,0
938,extra,0x0000,0,0,0,0
939,extra,0x0000,0,0,0,0
940,extra,0x0000,0,0,0,0
941,extra,0x0000,0,0,0,0
942,extra,0x0000,0,0,0,0
943,extra,0x0000,0,0,0,0
944,extra,0x0000,0,0,0,0
945,extra,0x0000,0,0,0,0
946,extra,0x0000,0,0,0,0
947,extra,0x0000,0,0,0,0
948,extra,0x0000,0,0,0,0
949,extra,0x0000,0,0,0,0
950,extra,0x0000,0,0,0,0
951,extra,0x0000,0,0,0,0
952,extra,0x0000,0,0,0,0
953,extra,0x0000,0,0,0,0
954,extra,0x0000,0,0,0,0
955,extra,0x0000,0,0,0,0
956,extra,0x0000,0,0,0,0
957,extra,0x0000,0,0,0,0
958,extra,0x0000,0,0,0,0
959,extra,0x0000,0,0,0,0
960,extra,0x0000,0,0,0,0
961,extra,0x0000,0,0,0,0
962,extra,0x0000,0,0,0,0
963,extra,0x0000,0,0,0,0
964,extra,0x0000,0,0,0,0
965,extra,0x0000,0,0,0,0
966,extra,0x0000,0,0,0,0
967,extra,0x0000,0,0,0,0
968,extra,0x0000,0,0,0,0
969,extra,0x0000,0,0,0,0
970,extra,0x0000,0,0,0,0
971,extra,0x0000,0,0,0,0
972,extra,0x0000,0,0,0,0
973,extra,0x0000,0,0,0,0
974,extra,0x0000,0,0,0,0
975,extra,0x0000,0,0,0,0
976,extra,0x0000,0,0,0,0
977,extra,0x0000,0,0,0,0
978,extra,0x0000,0,0,0,0
979,extra,0x0000,0,0,0,0
980,extra,0x0000,0,0,0,0
981,extra,0x0000,0,0,0,0
982,extra,0x0000,0,0,0,0
983,extra,0x0000,0,0,0,0
984,extra,0x0000,0,0,0,0
985,extra,0x0000,0,0,0,0
986,extra,0x0000,0,0,0,0
987,extra,0x0000,0,0,0,0
988,extra,0x0000,0,0,0,0
989,extra,0x0000,0,0,0,0
990,extra,0x0000,0,0,0,0
991,extra,0x0000,0,0,0,0
992,extra,0x0000,0,0,0,0
993,extra,0x0000,0,0,0,0
994,extra,0x0000,0,0,0,0
995,extra,0x0000,0,0,0,0
996,extra,0x0000,0,0,0,0
997,extra,0x0000,0,0,0,0
998,extra,0x0000,0,0,0,0
999,extra,0x0000,0,0,0,0
1000,extra,0x0000,0,0,0,0
1001,extra,0x0000,0,0,0,0
1002,extra,0x0000,0,0,0,0
1003,extra,0x0000,0,0,0,0
1004,extra,0x0000,0,0,0,0
1005,extra,0x0000,0,0,0,0
1006,extra,0x0000,0,0,0,0
1007,extra,0x0000,0,0,0,0
1008,extra,0x0000,0,0,0,0
1009,extra,0x0000,0,0,0,0
1010,extra,0x0000,0,0,0,0
1011,extra,0x0000,0,0,0,0
1012,extra,0x0000,0,0,0,0
1013,extra,0x0000,0,0,0,0
1014,extra,0x0000,0,0,0,0
1015,extra,0x0000,0,0,0,0
1016,extra,0x0000,0,0,0,0
1017,extra,0x0000,0,0,0,0
1018,extra,0x0000,0,0,0,0
1019,extra,0x0000,0,0,0,0
1020,extra,0x0000,0,0,0,0
1021,extra,0x0000,0,0,0,0
1022,extra,0x0000,0,0,0,0
1023,extra,0x0000,0,0,0,0
